_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1651,172823655,18031497,27,2018-02-18T09:55:00,"300 Block Chalfont St Pittsburgh, PA 15210",N,Beltzhoover,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1809,,,-80.0022197032335,40.4164699780828
1652,172824383,18031604,6,2018-02-18T13:59:00,"100 Block S 4th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,,,0.0,0.0
1653,172824906,18031627,6,2018-02-18T13:59:00,"S 4th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1702,,,-79.9960124478065,40.429881637399
1654,172826763,18031657,6,2018-02-18T15:22:00,"5900 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1115,,,-79.9272983087358,40.4597816950242
1655,174078989,18044563,6,2018-03-09T13:50:00,"2500 Block Centre Ave Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,510,,,-79.970587409531,40.4455615842426
1656,174081568,18044774,99,2018-03-09T19:44:00,"7600 Block Kelly St Pittsburgh, PA 15221",N,Homewood South,5,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,1304,,,-79.8906190705646,40.4539435761632
1657,174083425,18044785,18,2018-03-09T20:09:00,"2nd Ave & Mansion St Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4303 General Lighting Requirements. / 4914(A) False Identification to Law Enforcement / 1543 Driving While Operating Privilege is Suspended or Revoked.,1515,,,-79.9423098133476,40.4037119814831
1658,174086576,18044857,4,2018-03-09T22:55:00,"3000 Block Brereton St Pittsburgh, PA 15219",N,Polish Hill,2,AGG-ASSAULT,2702 Aggravated Assault.,605,,,-79.9700326674962,40.4564945705643
1659,174087277,18044920,9,2018-03-10T00:48:00,"1900 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance,1702,,,-79.9789649915031,40.4284658082227
1660,174087254,18044906,18,2018-03-10T00:29:00,"Liberty Ave & Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3111 Obedience to Traffic-Control Devices.,201,,,-80.003897257618,40.4413713647946
1661,174088337,18044917,4,2018-03-10T00:44:00,"2100 Block Watson St Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person.,103,,,-79.975882956209,40.4376479331576
1662,174089182,18044979,10,2018-03-10T02:22:00,"100 Block Lytton Ave Pittsburgh, PA 15213",Y,North Oakland,4,SIMPLE ASSAULT,2701 Simple Assault.,403,,,-79.9546297985351,40.4460926494872
1663,174126236,18045800,6,2018-03-11T10:00:00,"7300 Block Idlewild St Pittsburgh, PA 15208",N,Homewood North,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,1302,,,-79.8937808136351,40.4574962506097
1664,-2848119154,18046289,99,2018-03-12T07:35:00,"2300 Block Osgood St Pittsburgh, PA 15214",N,Perry South,1,FALSE BURGLAR ALARM,9488 False  Burglar Alarm,2614,,,-80.0071467749418,40.4664970595858
1665,172872333,18032298,11,2018-02-19T13:29:00,"1000 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,CREDIT CARDS,4106 Access Device Fraud,2715,,,-80.0272851122562,40.4782069527163
1666,172875388,18032411,6,2018-02-19T15:30:00,"4900 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1515,,,-79.9440557014242,40.4099078094696
1667,172877465,18032323,6,2018-02-19T16:15:00,"4600 Block Bayard St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,507,,,-79.9507347618855,40.4498598905221
1668,-3190000887,18032463,6,2018-02-19T20:00:00,"Centre Ave Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2701 Simple Assault.,201,,,0.0,0.0
1669,172879593,18032476,14,2018-02-19T20:15:00,"Penn Ave & S Lexington Ave Pittsburgh, PA 15208",N,Point Breeze North,4,CRIM MISCHIEF,3304 Criminal Mischief.,1405,,,-79.8995536548652,40.4485976601642
1670,172884288,18032468,27,2018-02-19T20:21:00,"5100 Block Rosetta St Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1017,,,-79.9421253822965,40.4679286717862
1671,174148298,18046220,0,2018-03-12T03:00:00,"2600 Block S 18th St Pittsburgh, PA 15210",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): Unknown Trouble.,1706,,,-79.9853171763824,40.4211035960711
1672,174149142,18043715,0,2018-03-08T02:34:00,"Bedford Sq & Bingham St Pittsburgh, PA 15203",Y,South Side Flats,3,99,601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,1702,,,-79.9862118702541,40.4294237120911
1673,174179961,18046427,29,2018-03-12T12:48:00,"2800 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2018,,,-80.0526977821507,40.454405147712
1674,174187241,18046569,0,2018-03-12T10:23:00,"2300 Block Century Dr West Mifflin, PA 15122",N,Outside City,OSC,99,9999 9999 - (Misc. Incident):  Counterfeit Money turned over to PBP. Received OC,5599,,,-79.9481302059716,40.3444177829856
1675,174195416,18046718,16,2018-03-12T19:55:00,"James St & Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,PROSTITUTION,5902(a)(2) Prostitution - Loitering for purpose of / 5902(a)(1) Prostitution ,2304,,,-80.0011248113537,40.4550834358841
1676,174198038,18041148,23,2018-03-04T01:45:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,"5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 419.01 Obstruction of Street, Sidewalk, or Public Way",1702,,,-79.9833067062384,40.4286848326994
1677,174196492,18046526,27,2018-03-12T15:00:00,"S Craig St & Forbes Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,,,-79.9486542818502,40.4444400814391
1678,174198557,18046756,99,2018-03-12T21:00:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1405,,,-79.8927981107979,40.4496466570257
1679,174200881,18046620,10,2018-03-12T17:34:00,"S 20th St & E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT,2701 Simple Assault.,1702,,,-79.9776359464969,40.4285878205708
1680,174202425,18046803,14,2018-03-12T22:55:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,CRIM MISCHIEF,3304 Criminal Mischief.,2204,,,-80.0036604292573,40.4530223875459
1681,172567868,18028520,0,2018-02-14T02:19:00,"Centre Ave & N Neville St Pittsburgh, PA 15213",Y,North Oakland,4,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3736 Reckless Driving / 3310 Following Too Closely. / 1543 Driving While Operating Privilege is Suspended or Revoked.,507,,,-79.9496880894641,40.4525844942616
1682,-3197000464,18042907,0,2018-03-06T18:00:00,"300 Block Ashton Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): Wishing to report suspicious activity,1515,,,-79.9375642498924,40.4067305973383
1683,173910921,18043247,0,2018-03-07T12:10:00,"3200 Block Faronia St Pittsburgh, PA 15204",N,Sheraden,6,99,"7122 Altered, Forged or Counterfeit Documents and Plates",2022,,,-80.0663573389021,40.4516018939133
1684,173947812,18043554,4,2018-03-07T20:10:00,"100 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2709(a) Harassment. / 3304 Criminal Mischief. / 5121 Escape. / 5101 Obstructing Admin. of Law  / 493(1) Furnishing Liquor/Malt to Intox.Persons/Minors.Etc.,2205,,,-80.0056633543696,40.4558560623818
1685,173953399,18043717,0,2018-03-08T03:06:00,"7200 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,9999 9999 - (Misc. Incident): Suspicious Activity,1202,,,-79.8936414074103,40.4668933421534
1686,174009497,18043990,27,2018-03-08T14:15:00,"S Braddock Ave & Henrietta St Pittsburgh, PA 15218",N,Regent Square,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1410,,,-79.8959746003227,40.4358268439554
1687,172564459,18028457,99,2018-02-14T01:00:00,"300 Block Gross St Pittsburgh, PA 15224",N,Bloomfield,5,ACCIDENTAL FIRE,9018 Accidental Fire,809,,,-79.944412655446,40.4624214556757
1688,172570556,18028564,10,2018-02-14T04:45:00,"600 Block Manton Way Pittsburgh, PA 15210",Y,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,,,-79.9973703606406,40.4211559752826
1689,172597716,18028649,0,2018-02-14T09:14:00,"unknown Swissvale , PA 15218",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,0.0,0.0
1690,172620625,18028903,18,2018-02-14T14:25:00,"800 Block Freeport Rd Pittsburgh, PA 15215",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1201,,,-79.8976142089354,40.4878235400117
1691,172623469,18028973,10,2018-02-14T19:00:00,"100 Block Newett St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a) Harassment.,2901,,,-79.9892295266092,40.3970514637808
1692,172632606,18029066,0,2018-02-14T22:03:00,"1900 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,99,9998 Overdose Other,2406,,,-79.9812571814334,40.4657426867241
1705,172877176,18032355,10,2018-02-19T17:30:00,"200 Block Elmore St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,305,,,-79.9753460868664,40.4418146708969
1693,173612115,18039686,10,2018-03-02T00:39:00,"200 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,SIMPLE ASSAULT,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 13(a)(31) Marijuana: Possession Small Amount,705,,,-79.9254347429712,40.4585328370734
1694,173624664,18039906,5,2018-03-02T09:25:00,"6200 Block Meadow St Pittsburgh, PA 15206",Y,Larimer,5,BURGLARY,3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 901 Criminal Attempt,1204,,,-79.9116066439985,40.4627748468285
1695,173626316,18039870,5,2018-03-02T07:58:00,"500 Block Roberts St Pittsburgh, PA 15219",N,Crawford-Roberts,2,BURGLARY,"3502 Burglary. / 2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",305,,,-79.9834447082728,40.4425925984592
1696,173629699,18039941,0,2018-03-02T10:41:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,99,9998 Overdose Other,201,,,-80.001250590801,40.4389178764408
1697,173639206,18039893,4,2018-03-02T10:15:00,"5500 Block Baywood St Pittsburgh, PA 15206",N,East Liberty,5,AGG-ASSAULT,2702 Aggravated Assault.,1113,,,-79.9289237292535,40.471379788428
1698,173642541,18040086,10,2018-03-02T14:25:00,"300 Block N Neville St Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709(a) Harassment.,507,,,-79.9497535532495,40.4525433336059
1699,-2917017149,18031916,3,2018-02-19T01:41:00,"Federal Ext N & Mercy St Pittsburgh, PA 15214",N,Fineview,1,ROBBERY,3701 Robbery.,2509,,,-80.0088343975061,40.462327693176
1700,172839260,18031923,99,2018-02-19T01:47:00,"800 Block Concord St Pittsburgh, PA 15212",N,East Allegheny,1,ACCIDENTAL FIRE,9018 Accidental Fire,2304,,,-79.997923771045,40.45756351313
1701,172840347,18031936,99,2018-02-19T02:08:00,"W North Ave & Palo Alto St Pittsburgh, PA 15212",N,Allegheny Center,1,FOUND PROPERTY,9489 Found Property,2204,,,-80.0105951960198,40.4547173688876
1702,172842448,18030269,0,2018-02-16T10:00:00,"300 Block State Way Pittsburgh, PA 15224",N,Bloomfield,5,99,9999 9999 - (Misc. Incident): ,802,,,-79.948548602523,40.4613689685047
1703,172858273,18032088,0,2018-02-19T11:00:00,"Bayard Rd Pittsburgh, PA 15213",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,,,-79.9531870222875,40.4479475619822
1704,172872454,18032309,6,2018-02-19T16:27:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,708,,,-79.9274088518959,40.4591906034404
1706,-2818005019,18032331,99,2018-02-19T16:54:00,"6800 Block Penham Pl Pittsburgh, PA 15208",N,Point Breeze,4,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,1404,,,-79.9098845049965,40.4515555467173
1707,172878747,18032421,9,2018-02-19T18:51:00,"400 Block 56th St Pittsburgh, PA 15201",N,Middle Hill,2,FORGERY,4101 Forgery.,501,,,-79.9480965786215,40.4843537509442
1708,172878758,18032349,0,2018-02-18T21:12:00,"100 Block Homeridge Ln Pittsburgh, PA 15207",N,New Homestead,4,99,9999 9999 - (Misc. Incident): ,3103,,,-79.9229327200706,40.3873127682109
1709,172880046,18032279,6,2018-02-19T04:15:00,"60 Block Irvine St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1501,,,-79.9515904464748,40.4238759640174
1710,172880789,18032456,99,2018-02-19T19:44:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,,,-79.8927981107979,40.4496466570257
1711,174180952,18046516,14,2018-03-12T15:16:00,"Citadel St & Chartiers Ave Pittsburgh, PA 15204",N,Sheraden,6,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2707 Propulsion of Missiles ,2022,,,-80.0583805119083,40.4542939186068
1712,174182153,18044856,27,2018-03-09T21:30:00,"5400 Block Penn Ave Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,809,,,-79.936415907961,40.464441156581
1713,174196593,18046741,29,2018-03-12T20:36:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,,,-80.0087388960023,40.4520422126639
1714,174202209,18046815,99,2018-03-12T18:00:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,FOUND PROPERTY,9489 Found Property,2507,,,-80.0165155590882,40.4565150486953
1715,174205070,18046270,27,2018-03-12T06:47:00,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1915,,,-80.0124116732572,40.4184897821157
1716,174206268,18046835,99,2018-03-13T01:13:00,"Triangle Way & Square Way Pittsburgh, PA 15221",Y,East Hills,5,POSSIBLE STOLEN CAR RECOVERED,9125 Possible  Stolen Car Recovered,1306,,,-79.8708729962056,40.4515383257631
1717,174209170,18046919,29,2018-03-13T00:45:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,,,-80.0087388960023,40.4520422126639
2895,174191751,18046634,0,2018-03-12T16:00:00,"2400 Block Groveland St Pittsburgh, PA 15234",N,Overbrook,3,99,901 Criminal Attempt,3207,,,-79.9995853802461,40.3844618062055
1718,172925533,18032850,10,2018-02-20T11:55:00,"20 Block Beltzhoover Ave Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT,2701 Simple Assault.,1807,,,-79.9977113031286,40.4251936300371
1719,172945374,18032877,10,2018-02-20T12:00:00,"700 Block N St Clair St Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1113,,,-79.9247617996636,40.4690897194737
1720,172947912,18032997,6,2018-02-20T15:48:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,,,-79.9979365205526,40.4428881131908
1721,172949015,18020099,99,2018-02-20T15:40:00,"1600 Block E Cherryhill St Pittsburgh, PA 15210",Y,Knoxville,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,3001,,,-79.9819570614938,40.399465554251
1722,172954392,18033015,10,2018-02-20T16:09:00,"6000 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2701 Simple Assault.,1115,,,-79.9245774767813,40.4610773237569
1723,172963322,18033217,10,2018-02-20T20:29:00,"600 Block Collins Ave Pittsburgh, PA 15206",Y,East Liberty,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 5506 Loitering and Prowling at Night,1113,,,-79.9189850927778,40.4667075909296
1724,172967866,18033301,0,2018-02-20T23:31:00,"1700 Block Belleau Dr Pittsburgh, PA 15212",N,Fineview,1,99,9998 Overdose Other,2509,,,-80.00698007108,40.4603025785269
1725,173004163,18033592,4,2018-02-20T15:00:00,"Davis Ave & Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2701,,,-80.0360162834636,40.481278943266
1726,174208274,18041090,10,2018-03-13T03:48:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,SIMPLE ASSAULT,2701 Simple Assault.,2620,,,-79.9936768740834,40.4666167568299
1727,174213875,18046961,6,2018-03-12T17:30:00,"5200 Block Lytle St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,1501,,,-79.9451760166439,40.4050345901897
1728,174224589,18047009,0,2018-03-13T09:00:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): Non-Reportable Accident,2620,,,-79.9940985889521,40.466786195587
1729,174229987,18047022,6,2018-03-13T09:30:00,"1200 Block Trevanion St Pittsburgh, PA 15218",N,Regent Square,4,THEFT FROM AUTO,3934 Theft from Vehicle / 4106 Access Device Fraud,1410,,,-79.8993742248268,40.4292113236058
2941,172879605,18028805,17,2018-02-14T15:00:00,Zone 1,N,,1,SEXUAL ABUSE OF CHILDREN,6312 Sexual Abuse of Children.,,,,,
1730,174236227,18047059,26,2018-03-13T11:43:00,"4700 Block Juniper St Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,802,,,-79.9523530390636,40.4584460287948
1731,174250248,18047150,6,2018-03-13T13:30:00,"1600 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT FROM AUTO,3934 Theft from Vehicle,2620,,,-79.9912047586628,40.4632421891547
1732,174250562,18047153,10,2018-03-13T14:04:00,"2700 Block Homehurst Ave Pittsburgh, PA 15234",N,Overbrook,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,3207,,,-80.0013661844,40.3774914024614
1733,174253056,18042133,6,2018-03-05T16:00:00,"6400 Block Penn Ave Pittsburgh, PA 15206",N,Larimer,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1208,,,-79.917422514168,40.4575615685939
1734,174259975,18047221,99,2018-03-10T19:00:00,"Forbes Ave & Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,LOST PROPERTY,9504 Lost Property,1403,,,-79.9229842728833,40.4380562277847
1735,174263178,18047233,27,2018-03-13T15:50:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1114,,,-79.9358038635266,40.4654121221458
1736,174267993,18047287,27,2018-03-13T17:10:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,,,-80.0213495518695,40.4421315794897
1737,174268501,18047275,10,2018-03-13T08:30:00,"500 Block Forbes Ave Pittsburgh, PA 15219",N,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5507 Obstructing Highways and Passages. / 5507 Obstructing Highways and Passages. / 5503 Disorderly Conduct. / 5101 Obstructing Admin. of Law  / 3543 Pedestrians Crossing at Other Than Crosswalks.,201,,,-79.9960632674259,40.4381694411421
1738,174268798,18047243,99,2018-03-13T16:15:00,"1600 Block Lincoln Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1201,,,-79.8926076319586,40.4704100506137
1739,174273614,18047274,29,2018-03-12T17:00:00,"300 Block S Negley Ave Pittsburgh, PA 15206",N,Friendship,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,807,,,-79.9327666527563,40.4606234021618
1740,174276789,18047308,18,2018-03-13T18:33:00,"3300 Block Christy St Pittsburgh, PA 15204",Y,Sheraden,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,2018,,,-80.0559387950526,40.4600265811732
1741,174276972,18047309,99,2018-03-13T18:13:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,MENTAL 201/302,9498 302 (Mental),2107,,,-80.0197957525676,40.4541033184564
1742,174281125,18047321,99,2018-03-13T19:00:00,"100 Block Penfort St Pittsburgh, PA 15214",Y,Northview Heights,1,MENTAL 201/302,9498 302 (Mental),2609,,,-80.002822219962,40.473349600095
1743,172619158,18028858,6,2018-02-14T15:30:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1201,,,-79.8943172243871,40.4880818149065
1744,172619315,18028921,0,2018-02-14T15:00:00,"400 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,,,-79.989125551697,40.4132446620791
1745,172620222,18028914,6,2018-02-14T09:30:00,"800 Block Arch St Pittsburgh, PA 15212",Y,Allegheny Center,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2204,,,-80.0090168051918,40.4530836060137
1746,172622802,18028976,6,2018-02-14T18:20:00,"200 Block Shadyhill Rd Pittsburgh, PA 15220",N,Westwood,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2811,,,-80.0488822595643,40.4347168249261
1747,172624545,18028948,6,2018-02-14T18:07:00,"300 Block 6th Ave Pittsburgh, PA 15222",Y,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3925 Receiving Stolen Property.,201,,,-79.9994517535611,40.4416507426504
1748,172637005,18029108,99,2018-02-14T23:25:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,FOUND PROPERTY,9489 Found Property,305,,,-79.9799790972965,40.4435809421476
1749,174009741,18043992,10,2018-03-08T15:00:00,"100 Block Homestead St Pittsburgh, PA 15218",N,Swisshelm Park,4,HARRASSMENT,2709 Harassment (Non-Specific),1411,,,-79.9007997036246,40.4191666724146
1750,174010603,18044003,6,2018-03-07T16:15:00,"2400 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",501,,,-79.9730874274013,40.4473050350492
1751,174010915,18044007,6,2018-03-08T04:00:00,"2000 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,103,,,-79.9776316953334,40.4371984030889
1752,174011103,18044008,10,2018-03-07T11:10:00,"5100 Block Keystone St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,HARRASSMENT,2709 Harassment (Non-Specific),1011,,,-79.9539456349141,40.4773523115422
1753,174012215,18044025,10,2018-03-08T13:00:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,HARRASSMENT,2709 Harassment (Non-Specific),1921,,,-80.0213495518695,40.4421315794897
1888,172802040,18031085,99,2018-02-17T17:26:00,"1500 Block Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,AIDED CASE,9497 Aided Case,305,,,-79.9850382443046,40.4392067713237
1754,174015491,18044071,27,2018-03-08T17:00:00,"Penn Ave & Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,,,-80.0041140543438,40.4422128672439
1755,174017234,18044111,6,2018-03-05T12:00:00,"5800 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,,,-79.9278817693277,40.462470731873
1756,174017639,18044118,27,2018-03-08T11:00:00,"900 Block Berry St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,,,-80.0672192068902,40.4489466544474
1757,174020955,18044127,99,2018-03-08T19:00:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9497 Aided Case,1405,,,-79.8927981107979,40.4496466570257
1758,174033655,18044330,4,2018-03-09T03:07:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1304,,,-79.8872098405258,40.4492302851275
1759,174067725,18044478,5,2018-03-08T22:00:00,"4800 Block Ellsworth Ave Pittsburgh, PA 15213",N,Shadyside,4,BURGLARY,3502 Burglary.,709,,,-79.9466239191483,40.4488768516447
1760,174076011,18044623,10,2018-03-09T15:50:00,"East Ohio St & Cedar Ave Pittsburgh, PA 15212",Y,Allegheny Center,1,TERRORISTIC THREATS,2709(a) Harassment. / 2706 Terroristic Threats. / 5503 Disorderly Conduct.,2204,,,-80.0016938454742,40.4533122427543
1761,174076785,18044282,14,2018-03-09T01:15:00,"1600 Block Smallman St Pittsburgh, PA 15222",Y,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief. / 5505 Public Drunkenness,203,,,-79.987646691015,40.4495661874603
1762,172634933,18029011,10,2018-02-14T20:34:00,"700 Block W North Ave Pittsburgh, PA 15212",Y,Central North Side,1,HARRASSMENT,2709(a) Harassment.,2206,,,-80.0136708120816,40.4541984956863
