id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
2224,Database Modeling & Design: Logical Design,Toby J. Teorey,9780126853520,275,Morgan Kaufmann Publishers,2005,10,1
2225,Hands-On Database: An Introduction to Database Design and Development,Steve Conger,9780136108276,195,Prentice Hall,2011,1,14
2226,Beginning Database Design,Gavin Powell,9780764574900,467,Wrox Press,2005,3,1
2227,Sql Server Interview Questions And Answers: For All Database Developers And Developers Administrators,"Pinal Dave,Vinod Kumar,Rhonda Chesley,Michael McLean,Christopher Lennick",9781466405646,210,Createspace,2011,10,1
2228,Database Systems,Paul Beynon-Davies,9781403916013,601,Palgrave Macmillan,2004,,
2229,A First Course in Database Systems (GOAL Series),"Jeffrey D. Ullman,Jennifer Widom",9780130353009,528,Prentice Hall,2001,10,12
2230,Beginning ASP Databases,"John Kauffman,Thearon Willis",9781861002723,856,Wrox Press,1999,1,1
2231,Database Solutions: A Step by Step Guide to Building Databases,"Thomas M. Connolly,Carolyn Begg",9780321173508,436,Addison Wesley Publishing Company,2003,12,12
2232,"Database Systems: Design, Implementation, and Management","Carlos Coronel,Steven Morris,Peter Rob",,752,Cengage Learning,2012,1,1
2233,Database Security and Auditing: Protecting Data Integrity and Accessibility,Hassan A. Afyouni,9780619215590,429,Course Technology,2005,4,6
2234,Concepts of Database Management,"Philip J. Pratt,Joseph J. Adamski",9781111825911,415,Course Technology,2011,6,14
2235,Database Concepts And Systems For Students,Ivan Bayross,9788184046694,342,Shroff Publishers &amp Distributors Pvt. Ltd.,2009,,
2236,Access Database Design & Programming,Steven Roman,9780596002732,450,O'Reilly Media,2002,1,14
2237,"Database Processing: Fundamentals, Design, and Implementation",David M. Kroenke,9780131672673,696,Prentice Hall,2005,2,23
2238,Databases Illuminated,Catherine M. Ricardo,9780763733148,874,Jones & Bartlett Publishers,2004,9,23
2239,Oracle Database 11g SQL,Jason Price,9780071498500,656,McGraw-Hill/Osborne Media,2007,11,1
2240,Database of Dreams: Forgotten Archive of How to Be Human,Rebecca Lemov,9780300209525,384,Yale University Press,2015,11,24
2241,"Database Systems: Principles, Design, and Implementation",Catherine M. Ricardo,9780023996658,576,MacMillan Publishing Company,1990,1,1
2242,Database Systems,"Ramez Elmasri,Shamkant B. Navathe",9780132144988,1200,Pearson,,,
2243,Distributed Database Systems,Chhanda Ray,9786612652523,324,Milliken,2008,10,7
2244,Principles of Multimedia Database Systems,V.S. Subrahmanian,9781558604667,442,Morgan Kaufmann Publishers,1998,1,1
2245,Database in Depth: Relational Theory for Practitioners,C.J. Date,9780596100124,232,O'Reilly Media,2005,5,15
2246,"Database Systems: A Practical Approach to Design, Implementation and Management","Thomas M. Connolly,Carolyn Begg",9780321210258,1424,Addison Wesley,2004,5,24
2247,Database Management Systems,Gerald V. Post,9780071111805,424,McGraw-Hill/Irwin,2002,,
2248,The Database Hacker's Handbook: Defending Database Servers,"David Litchfield,Chris Anley,John Heasman,Bill Grindlay",9780764578014,500,Wiley Publishing,2005,7,1
2249,Databases Demystified,Andy Oppel,9780072253641,338,McGraw-Hill/Osborne Media,2004,3,1
2250,"The Investigative Reporter's Handbook: A Guide to Documents, Databases, and Techniques",Brant Houston,9780312442651,608,Bedford/St. Martin's,2008,11,7
2251,Database Design,"Ryan K. Stephens,Ronald R. Plew",752063317587,528,Sams,2000,11,30
2252,The Essence of Databases,Fred Rolland,9780137278275,240,Prentice Hall PTR,1997,11,10
2253,Database Security,"Alfred Basta,Melissa Zgola",9781435453906,320,Cengage Learning,2011,7,12
2254,Database 101,Guy Kawasaki,9780938151524,154,Peachpit Press,1991,8,1
2255,Oracle Essentials: Oracle Database 11g,"Rick Greenwald,Jonathan Stern,Robert Stackowiak",9780596514549,408,O'Reilly Media,2007,11,8
2256,Beginning Database Design: From Novice to Professional,Clare Churcher,9781590597699,240,Apress,2007,2,1
2257,Android Database Programming,Jason Wei,9781849518123,212,Packt Publishing,2012,5,18
2258,"Principles of Database & Knowledge-Base Systems, Vol. 1: Classical Database Systems",Jeffrey D. Ullman,9780716781585,631,Computer Science Press,1990,1,1
2259,Applied Mathematics for Database Professionals,"Lex de Haan,Toon Koppelaars",9781590597453,376,Apress,2007,6,1
2260,Intelligent Database Systems,"Elisa Bertino,Barbara Catania",9780201877366,452,Addison-Wesley Professional,2001,2,8
2261,Dragon Ball Super 47 Sub Español Online gratis,database,,,,,,
2262,Oracle Database 10g PL/SQL Programming,"Scott Urman,Michael McLaughlin,Ron Hardman,Ron Hartman",9780072230666,862,McGraw-Hill/Osborne Media,2004,9,1
2263,Beginning Database Design Solutions,Rod Stephens,9780470385494,510,Wiley Publishing,2008,11,1
2264,Readings in Database Systems,"Joseph M. Hellerstein,Michael Stonebraker",9781558605237,685,Morgan Kaufmann Publishers,1998,1,1
2265,"Expert Oracle Database Architecture: Oracle Database 9i, 10g, and 11g Programming Techniques and Solutions",Thomas Kyte,9781430229469,780,Apress,2010,7,1
2266,Oracle Database 10g SQL,"Jason Price,Lisa McClain",9780072229813,576,McGraw-Hill/Osborne Media,2004,3,12
2267,Database Nation: The Death of Privacy in the 21st Century,Simson Garfinkel,9780596001056,338,O'Reilly Media,2000,12,11
2268,Next Generation Databases: NoSQLand Big Data,Guy Harrison,,262,Apress,2015,12,14
2269,"Database Tuning: Principles, Experiments, and Troubleshooting Techniques","Dennis E. Shasha,Jim Gray",9781558607538,440,Morgan Kaufmann Publishers,2002,6,12
2270,Amazon Redshift Database Developer Guide,Amazon Web Services,,803,,2013,7,25
2271,Principles Of Database Design,S. Yao,9780137088768,496,Prentice Hall,1985,1,1
2272,MySQL: Mettersi in tasca il database in open source,Saverio Rubini,9788850324859,239,Apogeo,2006,1,1
2273,The Database Book Principles & Practice: Using the Oracle Database,Narain Gehani,9780929306445,390,Silicon Press,2011,1,1
2274,Logical Database Design Princi,"John Garmany,Jeff Walker,Terry Clark",9780849318535,180,Auerbach Publications,2005,4,1
2275,Contact Management Database Documentation,Khushwant   Singh,,708,,2013,4,17
2276,Database: Theory and Practice,"Frank Lars,Frank Lars",9780201180411,374,Addison Wesley Publishing Company,2000,5,13
2277,Objects And Databases,Petr Kroha,9780077077907,244,McGraw-Hill Companies,1994,2,1
2278,Relational Databases,D.A. Bell,9780080340944,470,Pergamon,1986,1,1
2279,Expert One-On-One Visual Basic 2005 Database Programming,Roger Jennings,9780764576782,585,Wrox Press,2005,12,1
2280,Creating Database Web Applications with PHP and ASP,Jeanine Meyer,9781584502647,411,Charles River Media,2003,6,30
2281,"Object-Oriented Concepts, Databases and Applications",Won Kim,9780201144109,602,Association for Computing Machinery (ACM),2000,7,1
2282,From Data to Database 2e,David S. Bowers,9780412432606,368,Chapman & Hall,1993,1,1
2283,Database Systems: A Pragmatic Approach,"Elvis Foster,Shripad Godbole",9781484208786,556,Apress,2014,12,17
2284,Multidimensional Databases and Data Warehousing,Christian  Jensen,9781608455386,111,Morgan & Claypool,2010,5,5
2285,Android Database Programming,Wei Jason,9786613683670,212,Packt Publishing,2012,6,1
2286,Database-Driven Web Sites,Kristin Antelman,9780789017390,133,CRC Press,2002,10,8
2287,Database Application Programming with Linux,Brian Jepson,9780471355496,528,Wiley,2000,7,31
2288,ระบบฐานข้อมูล Database Systems,จำลอง ครูอุตสาหะ,,,,,,
2289,Introduction to Database Management Systems,Atul Kahate,9781299446595,535,Pearson,2006,1,1
2290,Your First Access Database,Miriam Liskin,9780782115406,300,Sybex,,,
2291,Relational Databases (Computer Studies),Barry M. Eaglestone,9780748711765,328,Trans-Atlantic Publications,1991,3,1
2292,Database Principles For Personal Computers,Richard F. Walters,9780131972940,243,Prentice Hall,,,
2293,Bioinformatics: Databases and Systems,Stanley Letovsky,9780792385738,304,Springer,1999,8,31
2294,Inside the Database Object Model,Donald K. Burleson,9780849318078,240,CRC Press,1998,6,25
2295,Oracle Database and Powershell How to,Geoffrey Hudik,9781849688581,68,Packt,2013,1,1
2296,Object-Oriented Database Programming,Suad Alagic,9781461281375,320,Springer,2011,9,16
2297,Database Management Systems In Engineering,"Katherine C. Morris,Mary Mitchell,Elizabeth Fong",9781568063638,54,Diane Pub Co,1992,8,1
2298,The Business of Database Marketing,Richard N. Tooker,9781933199054,249,Racom Communications,2008,10,1
2299,Fuzzy Databases: Principles and Applications,Frederick E. Petry,9781461285663,226,Springer,2011,9,28
2300,Fundamentals of Database Indexing and Searching,Arnab Bhattacharya,9781466582545,280,CRC Press,2014,12,2
2301,Relational Database Systems,Jitendra Patel,9781456611743,447,Ebookit.com,2012,12,1
2302,The Teradata Database:  Introduction And Sql,Brian Marshall,9780966549331,464,Education In Parallel,2000,3,1
2303,Our Lives As Database,Zdenek Konopasek,9788024601205,302,"Karolinum Press, Charles University",2001,2,1
2304,An Analysis on Spatial Database,Ujjwal Kumar Gupta,9781475198317,82,Createspace Independent Publishing Platform,2012,3,7
2305,Knowledge Discovery in Inductive Databases,"Jan Struyf,Saso Dzeroski",9783540755487,300,Springer,2007,11,7
2306,Database Design And Implementation,Leszek A. Maciaszek,9780132000154,,Prentice Hall,1990,1,1
2307,XML Databases and the Semantic Web,Bhavani Thuraisingham,9780849310317,336,CRC Press,2002,3,27
2308,Relational Database Principles,Colin Ritchie,9780826454225,256,Continuum,,,
2309,Instant Access Databases [With CDROM],Greg Buczek,9780072130768,759,McGraw-Hill Companies,2000,12,29
2310,"Database: Models, Languages, Design",James L. Johnson,9780195107838,944,"Oxford University Press, USA",1997,3,13
2311,Introduction to Constraint Databases,Peter Revesz,9780387987293,394,Springer,2002,1,8
2312,Advanced Database Systems,"Nabil R. Adam,Bharat K. Bhargava",9780387575070,451,Springer,1993,12,1
2313,Oracle Databases on the Web,"Robert Papaj,Donald K. Burleson",9781576100998,572,Coriolis Group Books,1997,2,20
2314,Logical Introduction to Databases,John  Grant,9780155511750,480,"Oxford University Press, USA",1995,6,8
2315,Multidimensional Databases and Data Warehousing,"Christian S. Jensen,Torben Bach Pedersen,Christian Thomsen,M. Tamer Ozsu",9781608455379,112,Morgan & Claypool,2010,9,13
2316,Database Systems for Management,"James F. Courtney,David B. Paradice",9780256082296,561,Irwin Professional Publishing,1992,1,1
2317,Database Management Systems,Vijay Krishna Pallaw,9781282803442,,Asian Books,2011,8,30
2318,Querying graph databases.,Yuanyuan Tian,9780549994299,151,ProQuest LLC,,,
2319,Object-Oriented Databases: An Introduction,"Dimitris N. Chorafas,Heinrich Steinmann",9780134918044,318,Prentice Hall,1993,2,1
2320,Knowledge Discovery in Multiple Databases,"Shichao Zhang,Chengqi Zhang,Xindong Wu",9781447110507,233,Springer,2012,10,4
2321,CRM Database Management: A Guide,Richard Boulton,9780749472566,208,Kogan Page,2014,7,28
2322,Modern Database Management Casebook,"Weyman Whitlock,Jeffrey A. Hoffer",9780130611918,96,Not Avail,2002,7,22
2323,The Essential Guide To Database Marketing,John M.  Davies,9780077071578,,McGraw-Hill Companies,,,
2324,Issues in Online Database Searching,Carol Tenopir,9780872877092,188,Libraries Unlimited Inc,1989,9,28
2325,Database Questions and Answers,Suresh Basandra,,183,Basandra Books,2011,12,3
2326,Advanced Database Indexing,"Yannis Manolopoulos,Yannis Theodoridis,Vassilis J Tsotras",9781461346418,286,Springer,2012,9,5
2327,Logics for Databases and Information Systems,Jan Chomicki,9780792381297,430,Springer,1998,3,31
2328,Temporal Databases: Research and Practice,Opher Etzion,9783540645191,437,Springer,1998,5,13
2329,Relational Database Technology,Suad Alagic,9780387962764,,Springer,1986,6,24
2330,Readings in Database Systems,Michael Stonebraker,9780934613651,644,Morgan Kaufmann Publishers,1988,1,1
2331,Database Sql Rdbms Howto: Postgresql Object Relational Database System,Al Dev,9780595136759,,iUniverse,,,
2332,Documenting Oracle Databases: Complete Oracle Database Schema Auditing,Michael R. Ault,9780974071664,,Rampant Techpress,2003,8,15
2333,Plant Names In Botanical Databases (Plant taxonomic database standards),F.A. Bisby,9780913196625,30,Hunt Inst for Botanical,2004,9,1
2334,"Database Directions: From Relational To Distributed, Multimedia, And Object Oriented Database Systems",James Larson,9780132908672,261,Prentice Hall,,,
2335,Oracle 10g Database Administrator II: Backup/Recovery and Network Administration,Claire Rajan,9781418836641,648,Course Technology,2006,5,11
2336,"Chemical Databases, including: Chemical Database, Chemical Abstracts Service, Beilstein Database, Pubchem, Drugbank, Inorganic Crystal Structure Database (icsd), Chebi, Ki Database, Zinc Database, Loli Database, Dortmund Data Bank, Emolecules, Phosida",Hephaestus Books,9781242971877,56,Hephaestus Books,2011,8,29
2337,Database Design and Development: A Visual Approach,"Raymond Frost,John Day,Craig Van Slyke",9780130351227,508,Prentice Hall,2005,10,1
2338,Macromedia Dreamweaver MX 2004 and Databases,Sean R. Nicholson,9780735713703,456,New Riders Publishing,2003,10,11
2339,Advanced Database Projects In Access 2007,"Ian Rendell,Julian Mott",9781444117370,,,,,
2340,"Bioinformatics: Experiments, Tools, Databases, and Algorithms",Orpita Bosu,9780195676839,528,"Oxford University Press, USA",2007,9,6
2341,Online Bibliographic Databases: A Directory And Sourcebook,"James L. Hall,Marjorie J. Brown",9780851421674,,,,,
2342,Contemporary Database Marketing: Concepts and Applications,"Martin Baier,Kurtis M. Ruf,Goutam Chakraborty,K. M. Ruf,G. Chakraborty,Kurtis Ruf,Thomas Stonebeck,Anne M. Tyler",9780970451514,320,Racom Communication,2002,1,1
2343,AS/400 Architecture and Application: The Database Machine,Jill T. Lawrence,9780471581413,320,John Wiley & Sons,1992,12,1
2344,Handbook of Video Databases: Design and Applications,Borko Furht,9780849370069,1232,CRC Press,2003,9,30
2345,Targetsmart!: Database Marketing for the Small Business,"Jay Newburg,Claudio Marcus,Philip Kotler",9781555713843,181,Oasis Press,1996,10,1
2346,Database Systems - With Code (Custom Package),Thomas M. Connolly,9780536450371,0,Pearson Custom Publishing,2005,1,28
2347,Designing SQL Server 2000 Databases,Inc Syngress Media,9781928994190,608,Syngress Publishing,2001,3,8
2348,Fundamentals of Relational Database Management Systems,"S. Sumathi,S. Esakkirajan",9783642080128,776,Springer,2010,11,11
2349,The Legal Protection Of Databases: A Comparative Analysis,Estelle Derclaye,9781847201331,362,Edward Elgar Publishing,2008,1,1
2350,Foundation for Object / Relational Databases: The Third Manifesto,"C.J. Date,Hugh Darwen",9780201309782,528,Addison-Wesley Professional,1998,6,15
2351,Teach Yourself Database Programming With Delphi In 21 Days,"Nathan Gurewich,Ori Gurewich",9780672308512,,Sams,1995,9,1
2352,"Distributed Databases, Cooperative Processing, and Networking",Shaku Atre,9780071576734,256,McGraw-Hill Companies,1992,6,1
2353,Oracle Database 11g & MySQL 5.6 Developer Handbook,Michael McLaughlin,9780071768856,578,McGraw-Hill/Osborne Media,2011,10,21
2354,SQL Server 7.0 Database Implementation Training Kit,Microsoft Corporation,9781572318267,800,Microsoft Press,1999,1,1
2355,Pocket PC Database Development with Embedded Visual Basic,Rob Tiffany,9781893115651,265,Apress,2001,8,1
2356,"Database Systems: A Practical Approach to Design, Implementation, and Management","Carolyn Begg,Thomas Connolly",9780321181053,0,Addison Wesley Publishing Company,2002,12,4
2357,Databasing the Brain: From Data to Knowledge (Neuroinformatics),Stephen H. Koslow,9780471309215,480,Wiley,2005,2,1
2358,Database Explorations: Essays on the Third Manifesto and Related Topics,"C.J. Date,Hugh Darwen",9781426937231,548,Trafford Publishing,2010,7,10
2359,Beginning VB 2008 Databases: From Novice to Professional,"Vidya Vrat Agarwal,James Huddleston",9781590599471,409,Apress,2008,4,17
2360,The Ingres Papers: Anatomy of a Relational Database System,Michael Stonebraker,9780201071856,506,Addison Wesley Publishing Company,1986,1,1
2361,Database Backed Web Sites: The Thinking Person's Guide to Web Publishing,Philip Greenspun,9781562765309,362,Ziff-Davis Press,1997,1,1
2362,Beginning MySQL Database Design and Optimization: From Novice to Professional,Jon Stephens,9781590593325,500,Apress,2004,10,28
2363,"Concurrent Systems: Operating Systems, Database And Distributed Systems  An Integrated Approach",J. Bacon,9780201177671,,Addison Wesley Longman,1997,1,1
2364,"Pro Oracle Database 10g RAC on Linux: Installation, Administration, and Performance","Julian Dyke,Steve Shaw",9781590595244,795,Apress,2006,7,1
2365,SQL: Learn SQL DataBase Programming in 24 hours Or Less!,"AZ Elite Publishing,David Lars,SQL",,90,"SQL, sql server,  server, server 2012, Programming, developers, Mobile, coding",2014,10,14
2366,Pro SQL Server 2012 Relational Database Design and Implementation,"Louis Davidson,Jessica Moss",9781430236955,784,Apress,2012,7,24
2367,OCP Oracle Database 11g Administration II Exam Guide: Exam 1Z0-053 (Oracle Press),Bob Bryla,9780071597098,752,McGraw-Hill Osborne,2009,2,1
2368,"The Relational Database Dictionary: A Comprehensive Glossary of Relational Terms and Concepts, with Illustrative Examples",C.J. Date,9780596527983,128,O'Reilly Media,2006,9,4
2369,Creating a Self-Tuning Oracle Database: Automating Oracle9i Dynamic SGA Performance,Donald K. Burleson,9780972751322,160,Rampant Techpress,2003,8,1
2370,Sams Teach Yourself Beginning Databases in 24 Hours,"Ryan K. Stephens,Ronald R. Plew",9780672324925,480,Sams Publishing,2003,5,15
2371,Principles of Database Query Processing for Advanced Applications,Clement T. Yu,9781558604346,512,Morgan Kaufmann Publishers,1997,12,15
2372,Local Transcendence: Essays on Postmodern Historicism and the Database,Alan Liu,9780226486963,361,University Of Chicago Press,2008,11,28
2373,Gale Directory of Databases: Online Databases,Gale Cengage Learning,9780787632854,2100,Gale Cengage,2001,1,15
2374,The Database Experts' Guide to Database 2,B. Larson,9780070232679,442,Intertext Publications,,,
2375,Quantification in Databases (Advances in Database Systems),Antonio Badia,9780387095639,138,Springer-Verlag New York Inc.,2009,4,17
2376,Creating Your MySQL Database: Practical Design Tips and Techniques,Marc DeLisle,9781904811305,108,Packt Publishing,2006,11,25
2377,Pro Oracle Database 11g Rac On Linux (Pro Series),"Steve Shaw,Julian Dyke",9781430229582,840,Apress,2010,9,30
2378,Securing Sql Server: Protecting Your Database From Attackers,Denny Cherry,9781597496254,272,Syngress Publishing,2011,2,14
2379,Choosing a Database for Your Web Site,John Paul Ashenfelter,9780471296904,464,Wiley,1998,11,26
2380,Oracle Database 11g New Features,Robert G. Freeman,9780071595780,362,McGraw-Hill Education,2007,11,26
2381,Oracle Database Transactions and Locking Revealed,"Thomas Kyte,Darl Kuhn",9781484207611,188,Apress,2014,11,5
2382,Practical Data Modelling For Database Design,"Renzo D'Orazio,Gunther Happel",9780471337904,,,,,
2383,Designing and Using Databases for School Improvement,"Victoria L. Bernhardt,Bernhardt, Victoria L. Bernhardt, Victoria L.",9781883001957,142,Eye on Education,2000,2,1
2384,Relational Database Theory: A Comprehensive Introduction,"Paolo Atzeni,Carlo Batini",9780805302493,389,Addison Wesley Longman,1993,1,1
2385,Oracle Database 11g The Complete Reference,Kevin Loney,,,,,,
2386,Relational Database Index Design and the Optimizers,"Tapio Lahdenmaki,Mike Leach",9781280276613,310,Wiley-Interscience,2006,3,25
2387,Effective Databases For Text & Document Management,Shirley Becker,9781931777476,,IRM Press,2000,1,1
2388,Data Modeling: Logical Database Design,Sideris Courseware Corp,9781936930197,398,Sideris Courseware Corp.,2011,7,15
2389,Practical Database Programming with Visual Basic.Net,Ying Bai,9781283917025,898,Wiley-IEEE Press,2012,12,21
2390,"Database RDBMS in 1 hour: relational database software, relational database example, relational database tutorial, relational database type",Paula Drew,,,,2014,9,1
2391,Pro SQL Server 2005 Database Design and Optimization,"Louis Davidson,Kevin E. Kline,Kurt Windisch",9781590595299,644,Apress,2006,5,1
2392,Oracle Database 12c PL/SQL Programming,Michael McLaughlin,9780071812443,1192,McGraw-Hill Education,2014,2,7
2393,Database Design Manual: Using MySQL for Windows,Matthew Norman,9781852337162,209,Springer,2003,10,9
2394,Oracle Database Foundations: Technology Fundamentals for It Success,Bob Bryla,9780782143720,349,Sybex,2004,10,12
2395,databases in the classroom,Derrick Daines,,116,Castle House Publications LTD,1984,,
2396,Database Tuning,"Dennis Shasha,Philippe Bonnet,Jim Gray",9781281035318,440,Morgan Kaufmann Publishers,2008,1,14
2397,The Relational Database,John Carter,9780412550904,314,Kluwer Academic Publishers,,,
2398,Database Management,George Diehr,9780673188205,418,Pearson Scott Foresman,1989,1,1
2399,Gedistribueerde databases,Werkgroep DDBMS,,85,NGI,1990,,
2400,The Database Administrator,John K. Lyon,9780471557418,175,John Wiley & Sons,1976,1,1
2401,Database Solutions,Kate Crossley,9781877292170,156,Software Publications,,,
2402,Build a database,Evocca College,,40,evocca college,,,
2403,Database Marketing,Robert C Blattberg,9780387725796,871,Springerverlag New York,2008,1,1
2404,Database Recovery,"Vijay Kumar,Sang Hyuk Son",9780792381921,94,Springer,1998,7,31
2405,Database Concepts,Dennis W. Fife,9780538109604,294,Thomson South-Western,1986,1,1
2406,Genetic Databases,"Richard Tutton,Oonagh Corrigan",9781280058233,211,Routledge,2004,3,18
2407,Palaeomagnetic Database,John D.A. Piper,9780335152117,264,Open University Press,1988,1,1
2408,Database Marketing,Florian Weiss,9783838662213,116,Diplom.de,2002,12,12
2409,Database Factory,Stephen G. Schur,9780471558439,286,Wiley,1994,3,16
2410,Database Marketing,Axel Hartung,9783838605616,132,Diplom.de,1997,12,10
2411,Semantics in Databases,"Thalheim,Thalheim",9783540641995,271,Springer,1998,2,25
2412,Relational Database,Kathryn Carter,9781850322559,,International Thomson Computer Press,1997,12,31
2413,Ontologies and Databases,Athman Bouguettaya,9781441950734,120,Springer,2010,12,3
2414,Design a database,Evocca College,,56,evocca college,,,
2415,OCA Oracle Database 11g Administration I Exam Guide (Exam 1Z0-052): Administration 1 Exam Guide,John    Watson,9780071591027,733,McGraw-Hill Osborne,2008,6,1
2416,Masteringc#database Programming,Jason Price,9781280652431,686,Sybex,2010,1,10
2417,Modern Database Management Systems,Jeffrey A. Hoffer,9788131726266,712,Pearson Education,2008,1,1
2418,Advanced Database Techniques,Daniel Martin,9780262132152,377,MIT Press (MA),1986,9,25
2419,Web Database Systems,"Barry Eaglestone,Mick Ridley",9780077096007,,,,,
2420,Until Superpowers Database Ii,Steven S. Long,,,Hero Games,2006,,
2421,Object Databases in Practice,"Akmal B. Chaudhri,Hewlett-Packard Professional Books,Mary Loomis",9780138997250,336,Prentice Hall,1997,12,15
2422,Spatial Database Systems,"Albert K. W. Yeung,G. Brent Hall",9789048110988,568,"Springer-Verlag New York, LLC",2008,9,28
2423,Distributed Database Systems,"David J. Bell,Jane Grimson",9780201544008,424,Addison Wesley Publishing Company,1992,2,26
2424,Troubleshooting Microsoft Access Databases,Virginia Andersen,9780735611603,352,Microsoft Press,2001,1,6
2425,The Science Of Database Management,Paul Helman,9780256134384,598,Irwin Professional Publishing,1994,1,1
2426,Database Programming Using Matlab,Agus Kurniawan,,65,PE Press,2013,6,8
2427,Database Management Systems,P.S. Gill,9789381141212,310,I K International Publishing House,2011,7,25
2428,Database Management: Principles And Products,"Charles J. Bontempo,Cynthia Maro Saracco",9780133801897,390,Prentice Hall PTR,1995,9,15
2429,Object Database Development,David W. Embley,9780201258295,877,Addison Wesley Longman,1998,1,1
2430,Database System: Design and Development,M.M. Kashyap,9788120712638,,Vantage Press,,,
2431,C# Database Basics,Michael Schmalz,,110,O'Reilly Media,2012,1,27
2432,Concepts of Database Management,"Phil Pratt,Mary  Last",9781285427102,432,Cengage Learning,2014,9,16
2433,Multimedia Database Systems,"V.S. Subrahmanian,Sushil Jajodia",9783642609510,344,Springer My Copy UK,1995,12,12
2434,Distributed Database Management Systems,"Olin H Bray,William Stieger",9780669033960,163,Lexington Books,1982,1,1
2435,Web-Powered Databases,"David Taniar,Johanna Wenny Rahayu",9781591400356,356,IGI Global,2002,7,1
2436,The Accuracy of Spatial Databases,"Goodchild F. Goodchild,Goodchild F. Goodchild",9780850668476,308,CRC Press,1989,12,6
2437,Relational Database Design: An Introduction,Igor Hawryszkiewycz,9780137717910,297,Prentice Hall,1991,1,1
2438,Database Performance Tuning and Optimization,Sitansu S. Mittra,9781280188503,489,Springer,2009,7,28
2439,Practical Oracle Database Appliance,"Bobby Curtis,Fuad Arshad,Erik Benner",9781430262657,272,Apress,2014,1,28
2440,Keyword Search in Databases,"M. Tamer Ozsu,Lu Qin,Lijun Chang",9781608451951,156,Morgan & Claypool,2010,1,14
2441,Introduction to Database Systems,St'phane Bressan,9780071246507,,McGraw-Hill,2007,6,1
2442,Cloud Database Development and Management,Lee Chao,9781466565050,467,Auerbach Publications,2013,7,26
2443,The Handbook for Reluctant Database Administrators,"Josef Finsel,Mike Amundsen",9781893115903,550,Apress,2001,9,26
2444,Component Database Systems,Klaus R. Dittrich,9781558606425,294,Morgan Kaufmann Publishers,2000,10,30
2445,Paint & Ink Formulations Database,Ernest W. Flick,9780815518501,,William Andrew Publishing,2005,12,1
2446,Oracle Database Construction Kit,John Palinski,9780789714190,655,Que,1997,11,5
2447,"Logic, Algebra, And Databases",Peter M.D. Gray,9780853127093,294,"Ellis Horwood Ltd , Publisher",1984,9,26
2448,UNIX Database Management Systems,Ulka Rodgers,9780139455933,338,Yourdon Press,1989,11,1
2449,Introduction to Database Management,Unknown Author 684,9788176566384,342,BPB Publications,2003,2,28
2450,Semistructured Database Design,Tok W. Ling,9780387235677,178,Springer,2004,11,19
2451,Careers in Database Design,Erin K. Mcguire,9781448813179,80,Rosen Classroom,2011,1,15
2452,"Database Processing, 12/e","Kroenke,Auer",,640,Prentice Hall,2011,8,29
2453,The Concordance Database Manual,"M. Alan Haley,M. Alan Haley",9781590596036,368,Apress,2006,8,1
2454,Knowledge Acquisition from Databases,Xindong Wu,9781567502060,211,Intellect Ltd,1995,5,1
2455,DATABASE SYSTEMS + CD,Indrajani,,344,Elex Media Komputindo,2014,11,19
2456,Database Marketing and Direct Mail,Robin Fairlie,9780749411701,,Kogan Page,,,
2457,Managing and Mining Multimedia Databases,Bhavani Thuraisingham,9780849300370,352,CRC Press,2001,6,28
2458,Relational Database Systems,Dan A. Simovici,9780126443752,485,Academic Press,1995,8,15
2459,New Directions for Database Systems,"Gadi Ariav,James Clifford",9780893913441,280,Intellect Ltd,1986,5,1
2460,Novel Revision Database,Bill Denise,,34,Knucklehead Computers,2013,11,27
2461,Cosmetic and Toiletry Formulations Database,Ernest W. Flick,9780815515074,0,William Andrew,2006,1,14
2462,Applied Mathematics for Database Professionals,Toon Koppelaars,9781430242840,404,Apress,2011,12,20
2463,Using Databases with C#,Michael Schmalz,9781449309985,70,Ingram Publisher Services,2012,2,6
2464,Moving Objects Databases,"Ralf Hartmut Güting,Markus Schneider",9780120887996,389,Morgan Kaufmann Publishers,2005,9,6
2465,Database Marketing: Strategy And Implementation,"Robert Shaw,Merlin  Stone",9780471623458,,John Wiley & Sons,1990,1,16
2466,Logics for Emerging Applications of Databases,"Chomicki,Jan Chomicki,Ron Meyden,Chomicki",9783540007050,368,Springer,2003,8,26
2467,Creating Web-Accessible Databases,Julie M. Still,9781573871044,200,Information Today,2001,2,28
2468,Pro SQL Server 2000 Database Design: Building Quality Oltp Databases,"Louis Davidson,Apress",9781590593028,592,Apress,2004,1,22
2469,"Oracle Dba Interview Questions, Answers, And Explanations: Oracle Database Administrator Certification Review",ORACOOKBOOK,9781933804262,120,Equity Press,2006,9,1
2470,Major Donors: Finding Big Gifts in Your Database and Online,"Ted Hart,Christopher Carnie,James M. Greenfield,Pamela M. Gignac",9780471768104,232,John Wiley & Sons,2006,4,21
2471,PostgreSQL: Up and Running: A Practical Introduction to the Advanced Open Source Database,"Regina O Obe,Leo S. Hsu",,234,O'Reilly Media,2014,12,9
2472,Time Series Databases: New Ways to Store and Access Data,"Ted Dunning,Ellen Friedman",9781491914717,60,O'Reilly Media,2014,12,
2473,Ocp Oracle Database 10g: New Features for Administrators Exam Guide,Sam Alapati,9780072258622,688,McGraw-Hill Education,2004,10,1
