code_module,code_presentation,id_student,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,assessment_type,date_submitted,sum_click
DDD,2013B,1945240,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,115.8571429,2927
DDD,2013B,1945240,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,229,2927
DDD,2013B,1945240,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,103.6666667,2927
DDD,2013B,1968757,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,CMA,115.8571429,1192
DDD,2013B,1968757,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,Exam,231,1192
DDD,2013B,1968757,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,TMA,103.4,1192
DDD,2013B,1976350,M,Wales,A Level or Equivalent,35-55,0,90,N,Pass,CMA,69.25,802
DDD,2013B,1976350,M,Wales,A Level or Equivalent,35-55,0,90,N,Pass,Exam,230,802
DDD,2013B,1976350,M,Wales,A Level or Equivalent,35-55,0,90,N,Pass,TMA,112.8,802
DDD,2013B,1982845,F,South East Region,HE Qualification,35-55,1,90,N,Pass,CMA,115.8571429,579
DDD,2013B,1982845,F,South East Region,HE Qualification,35-55,1,90,N,Pass,Exam,229,579
DDD,2013B,1982845,F,South East Region,HE Qualification,35-55,1,90,N,Pass,TMA,107.5,579
DDD,2013B,2006894,M,South Region,Post Graduate Qualification,55<=,0,60,N,Distinction,CMA,115.8571429,1052
DDD,2013B,2006894,M,South Region,Post Graduate Qualification,55<=,0,60,N,Distinction,Exam,230,1052
DDD,2013B,2006894,M,South Region,Post Graduate Qualification,55<=,0,60,N,Distinction,TMA,102,1052
DDD,2013B,2020916,M,North Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,106.3333333,1034
DDD,2013B,2020916,M,North Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,231,1034
DDD,2013B,2020916,M,North Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,104.1666667,1034
DDD,2013B,2028388,M,London Region,Lower Than A Level,35-55,0,90,N,Pass,CMA,109.8333333,1692
DDD,2013B,2028388,M,London Region,Lower Than A Level,35-55,0,90,N,Pass,Exam,229,1692
DDD,2013B,2028388,M,London Region,Lower Than A Level,35-55,0,90,N,Pass,TMA,98.4,1692
DDD,2013B,2036685,M,Scotland,HE Qualification,35-55,1,60,N,Fail,TMA,39,201
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-35,0,70,N,Distinction,CMA,115.8571429,9429
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-35,0,70,N,Distinction,Exam,229,9429
DDD,2013B,2063578,M,Scotland,A Level or Equivalent,0-35,0,70,N,Distinction,TMA,100.1666667,9429
DDD,2013B,2080539,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass,CMA,115.8571429,896
DDD,2013B,2080539,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass,Exam,229,896
DDD,2013B,2080539,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass,TMA,102.6666667,896
DDD,2013B,2088765,F,South Region,HE Qualification,35-55,0,70,Y,Pass,CMA,115.8571429,8131
DDD,2013B,2088765,F,South Region,HE Qualification,35-55,0,70,Y,Pass,Exam,230,8131
DDD,2013B,2088765,F,South Region,HE Qualification,35-55,0,70,Y,Pass,TMA,93.6,8131
DDD,2013B,2140311,M,Scotland,HE Qualification,35-55,0,160,N,Pass,CMA,116.8571429,1179
DDD,2013B,2140311,M,Scotland,HE Qualification,35-55,0,160,N,Pass,Exam,229,1179
DDD,2013B,2140311,M,Scotland,HE Qualification,35-55,0,160,N,Pass,TMA,104.5,1179
DDD,2013B,2142579,M,London Region,Lower Than A Level,0-35,0,60,N,Fail,CMA,53.33333333,912
DDD,2013B,2142579,M,London Region,Lower Than A Level,0-35,0,60,N,Fail,TMA,52,912
DDD,2013B,2146936,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Fail,CMA,115.8571429,4695
DDD,2013B,2146936,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Fail,Exam,230,4695
DDD,2013B,2146936,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Fail,TMA,105.1666667,4695
DDD,2013B,2154361,M,Scotland,Lower Than A Level,0-35,1,90,N,Fail,CMA,85.8,521
DDD,2013B,2154361,M,Scotland,Lower Than A Level,0-35,1,90,N,Fail,TMA,87.6,521
DDD,2013B,2156514,M,South West Region,A Level or Equivalent,55<=,0,90,N,Pass,CMA,115.8571429,1446
DDD,2013B,2156514,M,South West Region,A Level or Equivalent,55<=,0,90,N,Pass,Exam,230,1446
DDD,2013B,2156514,M,South West Region,A Level or Equivalent,55<=,0,90,N,Pass,TMA,104.1666667,1446
DDD,2013B,2177871,M,London Region,HE Qualification,35-55,0,120,N,Pass,CMA,53.33333333,1059
DDD,2013B,2177871,M,London Region,HE Qualification,35-55,0,120,N,Pass,Exam,229,1059
DDD,2013B,2177871,M,London Region,HE Qualification,35-55,0,120,N,Pass,TMA,72,1059
DDD,2013B,2193231,M,East Midlands Region,Lower Than A Level,35-55,0,60,N,Fail,CMA,25,241
DDD,2013B,2195445,F,North Western Region,HE Qualification,0-35,0,60,Y,Pass,CMA,115.8571429,3329
DDD,2013B,2195445,F,North Western Region,HE Qualification,0-35,0,60,Y,Pass,Exam,230,3329
DDD,2013B,2195445,F,North Western Region,HE Qualification,0-35,0,60,Y,Pass,TMA,94.2,3329
DDD,2013B,2209728,F,South Region,A Level or Equivalent,35-55,1,60,N,Pass,CMA,115.8571429,2220
DDD,2013B,2209728,F,South Region,A Level or Equivalent,35-55,1,60,N,Pass,Exam,230,2220
DDD,2013B,2209728,F,South Region,A Level or Equivalent,35-55,1,60,N,Pass,TMA,105.5,2220
DDD,2013B,2227786,M,London Region,HE Qualification,35-55,1,130,N,Fail,CMA,100.3333333,519
DDD,2013B,2227786,M,London Region,HE Qualification,35-55,1,130,N,Fail,TMA,96,519
DDD,2013B,2231961,M,London Region,HE Qualification,35-55,1,60,N,Distinction,CMA,106.3333333,736
DDD,2013B,2231961,M,London Region,HE Qualification,35-55,1,60,N,Distinction,Exam,229,736
DDD,2013B,2231961,M,London Region,HE Qualification,35-55,1,60,N,Distinction,TMA,100,736
DDD,2013B,2238679,M,North Western Region,HE Qualification,35-55,1,60,N,Fail,CMA,39.5,118
DDD,2013B,2238679,M,North Western Region,HE Qualification,35-55,1,60,N,Fail,TMA,25,118
DDD,2013B,2248715,M,South West Region,HE Qualification,0-35,1,90,N,Pass,CMA,115.8571429,1079
DDD,2013B,2248715,M,South West Region,HE Qualification,0-35,1,90,N,Pass,Exam,231,1079
DDD,2013B,2248715,M,South West Region,HE Qualification,0-35,1,90,N,Pass,TMA,75.8,1079
DDD,2013B,2279449,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,115.8571429,1660
DDD,2013B,2279449,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,230,1660
DDD,2013B,2279449,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,103,1660
DDD,2013B,2281292,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass,CMA,131,706
DDD,2013B,2281292,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass,Exam,229,706
DDD,2013B,2281292,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass,TMA,123,706
DDD,2013B,2330534,F,South East Region,Lower Than A Level,35-55,0,60,N,Fail,CMA,100.3333333,1478
DDD,2013B,2330534,F,South East Region,Lower Than A Level,35-55,0,60,N,Fail,TMA,68,1478
DDD,2013B,2332060,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Pass,CMA,115.8571429,1545
DDD,2013B,2332060,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Pass,Exam,231,1545
DDD,2013B,2332060,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Pass,TMA,104,1545
DDD,2013B,2348111,F,South Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,115.8571429,3353
DDD,2013B,2348111,F,South Region,A Level or Equivalent,35-55,0,60,N,Pass,Exam,229,3353
DDD,2013B,2348111,F,South Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,106.1666667,3353
DDD,2013B,2350300,F,South Region,A Level or Equivalent,0-35,1,120,Y,Fail,CMA,53.33333333,177
DDD,2013B,2350300,F,South Region,A Level or Equivalent,0-35,1,120,Y,Fail,TMA,24,177
DDD,2013B,2358423,F,South East Region,A Level or Equivalent,0-35,1,120,Y,Pass,CMA,115.8571429,2184
DDD,2013B,2358423,F,South East Region,A Level or Equivalent,0-35,1,120,Y,Pass,Exam,230,2184
DDD,2013B,2358423,F,South East Region,A Level or Equivalent,0-35,1,120,Y,Pass,TMA,105,2184
DDD,2013B,2374051,F,West Midlands Region,A Level or Equivalent,0-35,3,120,N,Fail,CMA,87,924
DDD,2013B,2374051,F,West Midlands Region,A Level or Equivalent,0-35,3,120,N,Fail,TMA,87,924
DDD,2013B,2374404,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Pass,CMA,106.3333333,2257
DDD,2013B,2374404,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Pass,Exam,233,2257
DDD,2013B,2374404,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Pass,TMA,103.5,2257
DDD,2013B,2377623,F,East Midlands Region,HE Qualification,35-55,0,80,N,Pass,CMA,115.8571429,3718
DDD,2013B,2377623,F,East Midlands Region,HE Qualification,35-55,0,80,N,Pass,Exam,229,3718
DDD,2013B,2377623,F,East Midlands Region,HE Qualification,35-55,0,80,N,Pass,TMA,102.6666667,3718
DDD,2013B,2381845,F,North Western Region,Lower Than A Level,0-35,1,160,N,Fail,CMA,115.8571429,1855
DDD,2013B,2381845,F,North Western Region,Lower Than A Level,0-35,1,160,N,Fail,Exam,230,1855
DDD,2013B,2381845,F,North Western Region,Lower Than A Level,0-35,1,160,N,Fail,TMA,87.8,1855
DDD,2013B,2388623,F,South Region,A Level or Equivalent,0-35,0,60,Y,Pass,CMA,115.8571429,952
DDD,2013B,2388623,F,South Region,A Level or Equivalent,0-35,0,60,Y,Pass,Exam,229,952
DDD,2013B,2388623,F,South Region,A Level or Equivalent,0-35,0,60,Y,Pass,TMA,100,952
DDD,2013B,2400764,F,Scotland,HE Qualification,0-35,0,60,N,Fail,CMA,100.3333333,694
DDD,2013B,2400764,F,Scotland,HE Qualification,0-35,0,60,N,Fail,TMA,68.75,694
DDD,2013B,2406709,M,Scotland,HE Qualification,0-35,0,60,N,Distinction,CMA,115.8571429,3787
DDD,2013B,2406709,M,Scotland,HE Qualification,0-35,0,60,N,Distinction,Exam,229,3787
DDD,2013B,2406709,M,Scotland,HE Qualification,0-35,0,60,N,Distinction,TMA,93.8,3787
DDD,2013B,2418045,M,South West Region,A Level or Equivalent,35-55,1,120,N,Pass,CMA,97.2,895
DDD,2013B,2418045,M,South West Region,A Level or Equivalent,35-55,1,120,N,Pass,Exam,231,895
DDD,2013B,2418045,M,South West Region,A Level or Equivalent,35-55,1,120,N,Pass,TMA,100.1666667,895
DDD,2013B,2418580,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,115.8571429,1312
DDD,2013B,2418580,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,230,1312
DDD,2013B,2418580,M,North Western Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,82.6,1312
DDD,2013B,2421609,M,East Anglian Region,Lower Than A Level,0-35,1,60,N,Fail,CMA,53.33333333,472
DDD,2013B,2421609,M,East Anglian Region,Lower Than A Level,0-35,1,60,N,Fail,TMA,39,472
DDD,2013B,2444632,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,CMA,115.8571429,1370
DDD,2013B,2444632,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,Exam,231,1370
DDD,2013B,2444632,M,North Western Region,HE Qualification,35-55,0,60,N,Pass,TMA,103,1370
DDD,2013B,2451672,M,South Region,HE Qualification,35-55,0,60,N,Fail,CMA,90,719
DDD,2013B,2451672,M,South Region,HE Qualification,35-55,0,60,N,Fail,TMA,69.75,719
DDD,2013B,2454933,F,North Western Region,HE Qualification,35-55,2,150,N,Fail,CMA,100.3333333,955
DDD,2013B,2454933,F,North Western Region,HE Qualification,35-55,2,150,N,Fail,TMA,65.33333333,955
DDD,2013B,2456612,M,Yorkshire Region,HE Qualification,35-55,1,60,N,Pass,CMA,115.8571429,1494
DDD,2013B,2456612,M,Yorkshire Region,HE Qualification,35-55,1,60,N,Pass,Exam,230,1494
DDD,2013B,2456612,M,Yorkshire Region,HE Qualification,35-55,1,60,N,Pass,TMA,101.8333333,1494
DDD,2013B,2459878,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,115.8571429,1452
DDD,2013B,2459878,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass,Exam,230,1452
DDD,2013B,2459878,M,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,103.8333333,1452
DDD,2013B,2460752,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,115.8571429,2234
DDD,2013B,2460752,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,231,2234
DDD,2013B,2460752,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,103.8333333,2234
DDD,2013B,2465876,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass,CMA,115.8571429,1349
DDD,2013B,2465876,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass,Exam,229,1349
DDD,2013B,2465876,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass,TMA,104.6666667,1349
DDD,2013B,2476998,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,85.8,1565
DDD,2013B,2476998,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,229,1565
DDD,2013B,2476998,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,85.2,1565
DDD,2013B,2498388,F,North Region,Lower Than A Level,0-35,0,60,Y,Pass,CMA,115.8571429,367
DDD,2013B,2498388,F,North Region,Lower Than A Level,0-35,0,60,Y,Pass,Exam,231,367
DDD,2013B,2498388,F,North Region,Lower Than A Level,0-35,0,60,Y,Pass,TMA,84.8,367
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,85.8,1214
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,Exam,231,1214
DDD,2013B,2499307,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,86.4,1214
DDD,2013B,2501479,M,Scotland,HE Qualification,35-55,0,60,N,Fail,CMA,85.8,855
DDD,2013B,2501479,M,Scotland,HE Qualification,35-55,0,60,N,Fail,TMA,85.2,855
DDD,2013B,2501768,F,East Midlands Region,Lower Than A Level,35-55,1,120,N,Pass,CMA,115.8571429,2234
DDD,2013B,2501768,F,East Midlands Region,Lower Than A Level,35-55,1,120,N,Pass,Exam,230,2234
DDD,2013B,2501768,F,East Midlands Region,Lower Than A Level,35-55,1,120,N,Pass,TMA,103.5,2234
DDD,2013B,2502504,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,100.3333333,796
DDD,2013B,2502504,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,231,796
DDD,2013B,2502504,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,86.4,796
DDD,2013B,2505501,M,East Midlands Region,HE Qualification,35-55,0,180,N,Pass,CMA,115.8571429,143
DDD,2013B,2505501,M,East Midlands Region,HE Qualification,35-55,0,180,N,Pass,Exam,229,143
DDD,2013B,2505501,M,East Midlands Region,HE Qualification,35-55,0,180,N,Pass,TMA,96,143
DDD,2013B,2508785,F,South Region,Lower Than A Level,0-35,3,130,N,Fail,CMA,146.4,723
DDD,2013B,2508785,F,South Region,Lower Than A Level,0-35,3,130,N,Fail,Exam,229,723
DDD,2013B,2508785,F,South Region,Lower Than A Level,0-35,3,130,N,Fail,TMA,123.2,723
DDD,2013B,2513245,M,North Western Region,Lower Than A Level,0-35,0,120,N,Pass,CMA,90,1088
DDD,2013B,2513245,M,North Western Region,Lower Than A Level,0-35,0,120,N,Pass,Exam,229,1088
DDD,2013B,2513245,M,North Western Region,Lower Than A Level,0-35,0,120,N,Pass,TMA,64,1088
DDD,2013B,2518617,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail,CMA,84,413
DDD,2013B,2518617,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail,TMA,55.33333333,413
DDD,2013B,2531298,F,North Western Region,A Level or Equivalent,35-55,0,120,N,Fail,CMA,84,295
DDD,2013B,2531298,F,North Western Region,A Level or Equivalent,35-55,0,120,N,Fail,TMA,69.25,295
DDD,2013B,2532322,M,South Region,A Level or Equivalent,35-55,0,90,Y,Pass,CMA,100.3333333,439
DDD,2013B,2532322,M,South Region,A Level or Equivalent,35-55,0,90,Y,Pass,Exam,230,439
DDD,2013B,2532322,M,South Region,A Level or Equivalent,35-55,0,90,Y,Pass,TMA,83.2,439
DDD,2013B,2536214,F,South West Region,Lower Than A Level,0-35,1,120,Y,Fail,CMA,25,386
DDD,2013B,2536214,F,South West Region,Lower Than A Level,0-35,1,120,Y,Fail,TMA,25,386
DDD,2013B,2537695,M,London Region,HE Qualification,0-35,0,60,N,Distinction,CMA,85.8,954
DDD,2013B,2537695,M,London Region,HE Qualification,0-35,0,60,N,Distinction,Exam,229,954
DDD,2013B,2537695,M,London Region,HE Qualification,0-35,0,60,N,Distinction,TMA,63.25,954
DDD,2013B,2540922,M,North Western Region,A Level or Equivalent,0-35,3,120,N,Pass,CMA,115.8571429,1300
DDD,2013B,2540922,M,North Western Region,A Level or Equivalent,0-35,3,120,N,Pass,Exam,230,1300
DDD,2013B,2540922,M,North Western Region,A Level or Equivalent,0-35,3,120,N,Pass,TMA,99.5,1300
DDD,2013B,2543267,M,South Region,Lower Than A Level,35-55,0,60,N,Fail,CMA,39.5,1917
DDD,2013B,2543267,M,South Region,Lower Than A Level,35-55,0,60,N,Fail,TMA,34,1917
DDD,2013B,2543600,M,North Western Region,Lower Than A Level,35-55,1,120,Y,Pass,CMA,115.8571429,1745
DDD,2013B,2543600,M,North Western Region,Lower Than A Level,35-55,1,120,Y,Pass,Exam,231,1745
DDD,2013B,2543600,M,North Western Region,Lower Than A Level,35-55,1,120,Y,Pass,TMA,104.5,1745
DDD,2013B,2547321,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,115.8571429,939
DDD,2013B,2547321,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,229,939
DDD,2013B,2547321,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,102.8333333,939
DDD,2013B,2547402,M,South East Region,Lower Than A Level,0-35,2,180,Y,Pass,CMA,122.6,912
DDD,2013B,2547402,M,South East Region,Lower Than A Level,0-35,2,180,Y,Pass,Exam,231,912
DDD,2013B,2547402,M,South East Region,Lower Than A Level,0-35,2,180,Y,Pass,TMA,115.6,912
DDD,2013B,2549875,M,Ireland,Post Graduate Qualification,0-35,1,120,N,Pass,CMA,115.8571429,652
DDD,2013B,2549875,M,Ireland,Post Graduate Qualification,0-35,1,120,N,Pass,Exam,233,652
DDD,2013B,2549875,M,Ireland,Post Graduate Qualification,0-35,1,120,N,Pass,TMA,88.16666667,652
DDD,2013B,2549939,F,Scotland,HE Qualification,35-55,0,60,N,Pass,CMA,115.8571429,1726
DDD,2013B,2549939,F,Scotland,HE Qualification,35-55,0,60,N,Pass,Exam,231,1726
DDD,2013B,2549939,F,Scotland,HE Qualification,35-55,0,60,N,Pass,TMA,103,1726
DDD,2013B,2571497,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass,CMA,100.3333333,1162
DDD,2013B,2571497,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass,Exam,230,1162
DDD,2013B,2571497,F,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass,TMA,85.2,1162
DDD,2013B,2585285,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,115.8571429,2766
DDD,2013B,2585285,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass,Exam,231,2766
DDD,2013B,2585285,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,102.8333333,2766
DDD,2013B,2586026,M,South West Region,Lower Than A Level,35-55,1,60,N,Fail,CMA,25,10
DDD,2013B,2594888,F,East Anglian Region,A Level or Equivalent,0-35,1,200,Y,Pass,CMA,115.8571429,540
DDD,2013B,2594888,F,East Anglian Region,A Level or Equivalent,0-35,1,200,Y,Pass,Exam,229,540
DDD,2013B,2594888,F,East Anglian Region,A Level or Equivalent,0-35,1,200,Y,Pass,TMA,105.1666667,540
DDD,2013B,2602486,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,115.8571429,3135
DDD,2013B,2602486,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,230,3135
DDD,2013B,2602486,F,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,101.3333333,3135
DDD,2013B,2611779,M,London Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,115.8571429,2033
DDD,2013B,2611779,M,London Region,A Level or Equivalent,0-35,0,60,N,Fail,Exam,230,2033
DDD,2013B,2611779,M,London Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,105.5,2033
DDD,2013B,2615892,M,South Region,A Level or Equivalent,35-55,0,110,N,Pass,CMA,115.8571429,4171
DDD,2013B,2615892,M,South Region,A Level or Equivalent,35-55,0,110,N,Pass,Exam,229,4171
DDD,2013B,2615892,M,South Region,A Level or Equivalent,35-55,0,110,N,Pass,TMA,101.5,4171
DDD,2013B,2621590,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,25,221
DDD,2013B,2621590,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,53,221
DDD,2013B,2624720,F,South West Region,Lower Than A Level,0-35,0,60,Y,Fail,CMA,115.8571429,3704
DDD,2013B,2624720,F,South West Region,Lower Than A Level,0-35,0,60,Y,Fail,TMA,103.5,3704
DDD,2013B,2626179,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,100.3333333,578
DDD,2013B,2626179,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,Exam,229,578
DDD,2013B,2626179,M,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,104.5,578
DDD,2013B,2628025,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail,CMA,25,223
DDD,2013B,2628025,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail,TMA,41,223
DDD,2013B,2632491,M,Wales,A Level or Equivalent,0-35,0,60,N,Fail,CMA,53.33333333,310
DDD,2013B,2632491,M,Wales,A Level or Equivalent,0-35,0,60,N,Fail,TMA,51,310
DDD,2013B,2633235,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,116.8571429,2330
DDD,2013B,2633235,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,231,2330
DDD,2013B,2633235,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,100.6666667,2330
DDD,2013B,2636225,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,115.8571429,1950
DDD,2013B,2636225,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,Exam,230,1950
DDD,2013B,2636225,M,West Midlands Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,102.6666667,1950
DDD,2013B,2639451,F,East Anglian Region,A Level or Equivalent,0-35,2,180,Y,Distinction,CMA,115.8571429,1526
DDD,2013B,2639451,F,East Anglian Region,A Level or Equivalent,0-35,2,180,Y,Distinction,Exam,233,1526
DDD,2013B,2639451,F,East Anglian Region,A Level or Equivalent,0-35,2,180,Y,Distinction,TMA,94.8,1526
DDD,2013B,2640063,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Fail,CMA,54,166
DDD,2013B,2640063,M,West Midlands Region,Lower Than A Level,0-35,0,120,N,Fail,TMA,25,166
DDD,2013B,2640992,M,West Midlands Region,A Level or Equivalent,35-55,1,150,N,Fail,CMA,69.25,1450
DDD,2013B,2640992,M,West Midlands Region,A Level or Equivalent,35-55,1,150,N,Fail,TMA,49.25,1450
DDD,2013B,2642830,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass,CMA,126.1666667,561
DDD,2013B,2642830,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass,Exam,230,561
DDD,2013B,2642830,F,Scotland,A Level or Equivalent,0-35,0,120,N,Pass,TMA,116.2,561
DDD,2013B,2643777,M,South Region,Lower Than A Level,0-35,5,60,N,Fail,CMA,99,367
DDD,2013B,2643777,M,South Region,Lower Than A Level,0-35,5,60,N,Fail,TMA,124.4,367
DDD,2013B,2647226,F,South West Region,HE Qualification,0-35,0,60,N,Pass,CMA,115.8571429,1271
DDD,2013B,2647226,F,South West Region,HE Qualification,0-35,0,60,N,Pass,Exam,231,1271
DDD,2013B,2647226,F,South West Region,HE Qualification,0-35,0,60,N,Pass,TMA,101.6666667,1271
DDD,2013B,2655683,M,West Midlands Region,No Formal quals,0-35,0,60,N,Fail,CMA,131,1841
DDD,2013B,2655683,M,West Midlands Region,No Formal quals,0-35,0,60,N,Fail,Exam,230,1841
DDD,2013B,2655683,M,West Midlands Region,No Formal quals,0-35,0,60,N,Fail,TMA,102,1841
DDD,2013B,2659756,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,25,881
DDD,2013B,2659756,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,18,881
DDD,2013B,2661870,M,East Anglian Region,A Level or Equivalent,0-35,0,180,N,Pass,CMA,106.3333333,378
DDD,2013B,2661870,M,East Anglian Region,A Level or Equivalent,0-35,0,180,N,Pass,Exam,229,378
DDD,2013B,2661870,M,East Anglian Region,A Level or Equivalent,0-35,0,180,N,Pass,TMA,81,378
DDD,2013B,2666577,F,South West Region,Lower Than A Level,0-35,1,60,Y,Pass,CMA,115.8571429,588
DDD,2013B,2666577,F,South West Region,Lower Than A Level,0-35,1,60,Y,Pass,Exam,230,588
DDD,2013B,2666577,F,South West Region,Lower Than A Level,0-35,1,60,Y,Pass,TMA,98.83333333,588
DDD,2013B,2669206,M,South West Region,A Level or Equivalent,0-35,2,90,N,Pass,CMA,92.25,854
DDD,2013B,2669206,M,South West Region,A Level or Equivalent,0-35,2,90,N,Pass,Exam,230,854
DDD,2013B,2669206,M,South West Region,A Level or Equivalent,0-35,2,90,N,Pass,TMA,110.8333333,854
DDD,2013B,2672686,M,London Region,HE Qualification,0-35,0,60,N,Distinction,CMA,115.8571429,5809
DDD,2013B,2672686,M,London Region,HE Qualification,0-35,0,60,N,Distinction,Exam,229,5809
DDD,2013B,2672686,M,London Region,HE Qualification,0-35,0,60,N,Distinction,TMA,103.5,5809
DDD,2013B,2677955,F,South Region,A Level or Equivalent,0-35,0,70,N,Pass,CMA,85.8,1272
DDD,2013B,2677955,F,South Region,A Level or Equivalent,0-35,0,70,N,Pass,Exam,230,1272
DDD,2013B,2677955,F,South Region,A Level or Equivalent,0-35,0,70,N,Pass,TMA,80.4,1272
DDD,2013B,2678338,F,East Anglian Region,No Formal quals,0-35,1,120,N,Fail,CMA,65.33333333,1652
DDD,2013B,2678338,F,East Anglian Region,No Formal quals,0-35,1,120,N,Fail,TMA,70,1652
DDD,2013B,2683836,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass,CMA,106.3333333,781
