code_module,code_presentation,id_student,gender,region,highest_education,age_band,disability,wscore,sum_click
CCC,2014J,632575,M,East Midlands Region,Lower Than A Level,0-35,Y,54,2801
CCC,2014J,632575,M,East Midlands Region,Lower Than A Level,0-35,Y,16.525,2801
CCC,2014J,632626,M,South East Region,A Level or Equivalent,35-55,N,0.44,175
CCC,2014J,632637,M,Yorkshire Region,Lower Than A Level,0-35,N,3.31,549
CCC,2014J,632637,M,Yorkshire Region,Lower Than A Level,0-35,N,6.555,549
CCC,2014J,632700,M,London Region,A Level or Equivalent,0-35,N,2,198
CCC,2014J,632700,M,London Region,A Level or Equivalent,0-35,N,7.74,198
CCC,2014J,632709,F,East Midlands Region,A Level or Equivalent,0-35,N,5.7225,3630
CCC,2014J,632709,F,East Midlands Region,A Level or Equivalent,0-35,N,80,3630
CCC,2014J,632709,F,East Midlands Region,A Level or Equivalent,0-35,N,17.03,3630
CCC,2014J,632756,M,North Region,HE Qualification,35-55,N,6.17,1899
CCC,2014J,632756,M,North Region,HE Qualification,35-55,N,96,1899
CCC,2014J,632756,M,North Region,HE Qualification,35-55,N,17.835,1899
CCC,2014J,632866,F,Yorkshire Region,Lower Than A Level,0-35,N,5.675,2205
CCC,2014J,632866,F,Yorkshire Region,Lower Than A Level,0-35,N,15.84,2205
CCC,2014J,632904,M,Scotland,HE Qualification,0-35,N,1.34,412
CCC,2014J,632929,M,South East Region,A Level or Equivalent,0-35,Y,0.88,172
CCC,2014J,632942,F,London Region,Lower Than A Level,35-55,N,4.185,1953
CCC,2014J,632942,F,London Region,Lower Than A Level,35-55,N,8.64,1953
CCC,2014J,633008,M,Wales,Post Graduate Qualification,35-55,N,5.875,1773
CCC,2014J,633008,M,Wales,Post Graduate Qualification,35-55,N,100,1773
CCC,2014J,633008,M,Wales,Post Graduate Qualification,35-55,N,17.58,1773
CCC,2014J,633047,M,North Western Region,A Level or Equivalent,0-35,N,1.335,173
CCC,2014J,633047,M,North Western Region,A Level or Equivalent,0-35,N,0.72,173
CCC,2014J,633069,M,Scotland,A Level or Equivalent,35-55,N,5.5625,1311
CCC,2014J,633069,M,Scotland,A Level or Equivalent,35-55,N,94,1311
CCC,2014J,633069,M,Scotland,A Level or Equivalent,35-55,N,18.035,1311
CCC,2014J,633179,M,North Western Region,HE Qualification,35-55,N,4.9625,1176
CCC,2014J,633179,M,North Western Region,HE Qualification,35-55,N,72,1176
CCC,2014J,633179,M,North Western Region,HE Qualification,35-55,N,15.42,1176
CCC,2014J,633198,F,East Anglian Region,Lower Than A Level,0-35,N,3.405,337
CCC,2014J,633198,F,East Anglian Region,Lower Than A Level,0-35,N,2.7,337
CCC,2014J,633238,F,South East Region,Lower Than A Level,0-35,N,0.22,159
CCC,2014J,633238,F,South East Region,Lower Than A Level,0-35,N,1.98,159
CCC,2014J,633303,M,East Midlands Region,Post Graduate Qualification,35-55,N,6.25,3031
CCC,2014J,633303,M,East Midlands Region,Post Graduate Qualification,35-55,N,96,3031
CCC,2014J,633303,M,East Midlands Region,Post Graduate Qualification,35-55,N,17.65,3031
CCC,2014J,633328,F,London Region,Post Graduate Qualification,35-55,N,4.946666667,572
CCC,2014J,633334,M,East Anglian Region,Lower Than A Level,35-55,N,3.195,156
CCC,2014J,633334,M,East Anglian Region,Lower Than A Level,35-55,N,2.52,156
CCC,2014J,633504,M,South West Region,A Level or Equivalent,0-35,N,4.7575,6199
CCC,2014J,633504,M,South West Region,A Level or Equivalent,0-35,N,88,6199
CCC,2014J,633504,M,South West Region,A Level or Equivalent,0-35,N,20.24,6199
CCC,2014J,633511,M,East Anglian Region,A Level or Equivalent,0-35,N,3.595,2145
CCC,2014J,633511,M,East Anglian Region,A Level or Equivalent,0-35,N,52,2145
CCC,2014J,633544,M,Scotland,Lower Than A Level,0-35,N,3.3175,1064
CCC,2014J,633544,M,Scotland,Lower Than A Level,0-35,N,40,1064
CCC,2014J,633544,M,Scotland,Lower Than A Level,0-35,N,10.425,1064
CCC,2014J,633618,M,West Midlands Region,A Level or Equivalent,0-35,N,4.53,627
CCC,2014J,633618,M,West Midlands Region,A Level or Equivalent,0-35,N,12.13,627
CCC,2014J,633634,M,North Region,A Level or Equivalent,0-35,N,4.23,333
CCC,2014J,633634,M,North Region,A Level or Equivalent,0-35,N,30,333
CCC,2014J,633634,M,North Region,A Level or Equivalent,0-35,N,5.926666667,333
CCC,2014J,633647,M,London Region,A Level or Equivalent,35-55,N,5.1025,4513
CCC,2014J,633647,M,London Region,A Level or Equivalent,35-55,N,66,4513
CCC,2014J,633647,M,London Region,A Level or Equivalent,35-55,N,12.615,4513
CCC,2014J,633655,M,South West Region,A Level or Equivalent,35-55,N,6.25,1060
CCC,2014J,633655,M,South West Region,A Level or Equivalent,35-55,N,100,1060
CCC,2014J,633746,M,Yorkshire Region,A Level or Equivalent,0-35,N,4.6625,1831
CCC,2014J,633746,M,Yorkshire Region,A Level or Equivalent,0-35,N,58,1831
CCC,2014J,633746,M,Yorkshire Region,A Level or Equivalent,0-35,N,14.305,1831
CCC,2014J,633914,F,East Midlands Region,A Level or Equivalent,0-35,N,4.86,2472
CCC,2014J,633914,F,East Midlands Region,A Level or Equivalent,0-35,N,58,2472
CCC,2014J,633914,F,East Midlands Region,A Level or Equivalent,0-35,N,16.555,2472
CCC,2014J,633960,M,North Region,Post Graduate Qualification,35-55,N,6.25,2919
CCC,2014J,633960,M,North Region,Post Graduate Qualification,35-55,N,100,2919
CCC,2014J,633960,M,North Region,Post Graduate Qualification,35-55,N,18.34,2919
CCC,2014J,633990,M,Yorkshire Region,A Level or Equivalent,0-35,N,1.56,87
CCC,2014J,634111,M,South East Region,HE Qualification,0-35,N,3.33,380
CCC,2014J,634111,M,South East Region,HE Qualification,0-35,N,7.56,380
CCC,2014J,634119,F,South Region,A Level or Equivalent,0-35,N,5.6125,1192
CCC,2014J,634119,F,South Region,A Level or Equivalent,0-35,N,82,1192
CCC,2014J,634193,M,East Midlands Region,Lower Than A Level,0-35,N,2,347
CCC,2014J,634193,M,East Midlands Region,Lower Than A Level,0-35,N,8.46,347
CCC,2014J,634200,M,Scotland,HE Qualification,0-35,N,4.7675,981
CCC,2014J,634200,M,Scotland,HE Qualification,0-35,N,76,981
CCC,2014J,634200,M,Scotland,HE Qualification,0-35,N,13.92,981
CCC,2014J,634309,M,London Region,A Level or Equivalent,0-35,N,3.465,276
CCC,2014J,634309,M,London Region,A Level or Equivalent,0-35,N,5.22,276
CCC,2014J,634351,M,East Anglian Region,A Level or Equivalent,0-35,N,5.725,884
CCC,2014J,634351,M,East Anglian Region,A Level or Equivalent,0-35,N,58,884
CCC,2014J,634351,M,East Anglian Region,A Level or Equivalent,0-35,N,15.965,884
CCC,2014J,634365,F,East Anglian Region,HE Qualification,35-55,N,6.04,4307
CCC,2014J,634365,F,East Anglian Region,HE Qualification,35-55,N,92,4307
CCC,2014J,634420,F,Ireland,Lower Than A Level,0-35,N,1.12,714
CCC,2014J,634420,F,Ireland,Lower Than A Level,0-35,N,5.76,714
CCC,2014J,634536,M,East Midlands Region,HE Qualification,0-35,N,6.09,1133
CCC,2014J,634536,M,East Midlands Region,HE Qualification,0-35,N,84,1133
CCC,2014J,634536,M,East Midlands Region,HE Qualification,0-35,N,17.175,1133
CCC,2014J,634552,M,South East Region,A Level or Equivalent,0-35,N,5.465,410
CCC,2014J,634552,M,South East Region,A Level or Equivalent,0-35,N,90,410
CCC,2014J,634552,M,South East Region,A Level or Equivalent,0-35,N,13.725,410
CCC,2014J,634600,M,Scotland,Lower Than A Level,0-35,N,4.9225,3030
CCC,2014J,634600,M,Scotland,Lower Than A Level,0-35,N,11.975,3030
CCC,2014J,634648,M,Yorkshire Region,A Level or Equivalent,0-35,N,3.28,1088
CCC,2014J,634648,M,Yorkshire Region,A Level or Equivalent,0-35,N,54,1088
CCC,2014J,634648,M,Yorkshire Region,A Level or Equivalent,0-35,N,10.32,1088
CCC,2014J,634721,M,Scotland,A Level or Equivalent,0-35,N,3.9275,879
CCC,2014J,634721,M,Scotland,A Level or Equivalent,0-35,N,10,879
CCC,2014J,634721,M,Scotland,A Level or Equivalent,0-35,N,15.18,879
CCC,2014J,634776,M,East Midlands Region,A Level or Equivalent,0-35,N,1.34,362
CCC,2014J,634776,M,East Midlands Region,A Level or Equivalent,0-35,N,5.94,362
CCC,2014J,634817,M,North Region,Lower Than A Level,0-35,N,1.34,132
CCC,2014J,634824,M,South Region,A Level or Equivalent,0-35,N,3.3575,791
CCC,2014J,634824,M,South Region,A Level or Equivalent,0-35,N,42,791
CCC,2014J,634824,M,South Region,A Level or Equivalent,0-35,N,10.515,791
CCC,2014J,634853,M,Ireland,Post Graduate Qualification,0-35,N,52,4
CCC,2014J,635410,M,South Region,A Level or Equivalent,0-35,Y,2.03,92
CCC,2014J,635410,M,South Region,A Level or Equivalent,0-35,Y,1.98,92
CCC,2014J,635573,M,Scotland,A Level or Equivalent,0-35,N,6.09,2429
CCC,2014J,635573,M,Scotland,A Level or Equivalent,0-35,N,96,2429
CCC,2014J,635573,M,Scotland,A Level or Equivalent,0-35,N,18.265,2429
CCC,2014J,635711,M,East Midlands Region,HE Qualification,35-55,N,5.06,2509
CCC,2014J,635711,M,East Midlands Region,HE Qualification,35-55,N,82,2509
CCC,2014J,635802,F,South East Region,A Level or Equivalent,0-35,N,6.09,1221
CCC,2014J,635802,F,South East Region,A Level or Equivalent,0-35,N,100,1221
CCC,2014J,635802,F,South East Region,A Level or Equivalent,0-35,N,17.66,1221
CCC,2014J,636000,M,South East Region,A Level or Equivalent,0-35,N,4.31,3321
CCC,2014J,636000,M,South East Region,A Level or Equivalent,0-35,N,42,3321
CCC,2014J,636000,M,South East Region,A Level or Equivalent,0-35,N,10.87,3321
CCC,2014J,636124,M,East Midlands Region,Post Graduate Qualification,35-55,N,6.21,5885
CCC,2014J,636124,M,East Midlands Region,Post Graduate Qualification,35-55,N,96,5885
CCC,2014J,636124,M,East Midlands Region,Post Graduate Qualification,35-55,N,18.045,5885
CCC,2014J,636364,M,West Midlands Region,Lower Than A Level,0-35,N,6.035,3136
CCC,2014J,636364,M,West Midlands Region,Lower Than A Level,0-35,N,90,3136
CCC,2014J,636364,M,West Midlands Region,Lower Than A Level,0-35,N,16.185,3136
CCC,2014J,636387,F,North Region,A Level or Equivalent,0-35,N,6.05,1355
CCC,2014J,636387,F,North Region,A Level or Equivalent,0-35,N,100,1355
CCC,2014J,636387,F,North Region,A Level or Equivalent,0-35,N,16.975,1355
CCC,2014J,636420,M,East Midlands Region,Lower Than A Level,0-35,N,0.66,568
CCC,2014J,636422,M,London Region,HE Qualification,0-35,N,5.67,1992
CCC,2014J,636422,M,London Region,HE Qualification,0-35,N,82,1992
CCC,2014J,636628,M,South East Region,A Level or Equivalent,0-35,Y,1.34,108
CCC,2014J,636716,M,East Anglian Region,A Level or Equivalent,0-35,N,5.1175,332
CCC,2014J,636716,M,East Anglian Region,A Level or Equivalent,0-35,N,86,332
CCC,2014J,636716,M,East Anglian Region,A Level or Equivalent,0-35,N,18.48,332
CCC,2014J,636732,F,London Region,A Level or Equivalent,0-35,N,4.3,560
CCC,2014J,636732,F,London Region,A Level or Equivalent,0-35,N,12.14,560
CCC,2014J,636783,M,North Region,HE Qualification,0-35,N,5.51,3039
CCC,2014J,636783,M,North Region,HE Qualification,0-35,N,98,3039
CCC,2014J,636783,M,North Region,HE Qualification,0-35,N,18.31,3039
CCC,2014J,636996,M,Scotland,A Level or Equivalent,0-35,Y,3.956666667,2444
CCC,2014J,636996,M,Scotland,A Level or Equivalent,0-35,Y,64,2444
CCC,2014J,637070,M,Scotland,HE Qualification,0-35,Y,3.855,1301
CCC,2014J,637070,M,Scotland,HE Qualification,0-35,Y,76,1301
CCC,2014J,637070,M,Scotland,HE Qualification,0-35,Y,12.02,1301
CCC,2014J,637089,M,Wales,A Level or Equivalent,0-35,N,0.44,374
CCC,2014J,637325,M,Scotland,HE Qualification,35-55,N,0.54,147
CCC,2014J,637691,M,East Midlands Region,A Level or Equivalent,0-35,N,2.666666667,881
CCC,2014J,637691,M,East Midlands Region,A Level or Equivalent,0-35,N,16,881
CCC,2014J,637691,M,East Midlands Region,A Level or Equivalent,0-35,N,8.885,881
CCC,2014J,637708,M,East Anglian Region,HE Qualification,0-35,N,6.0275,2265
CCC,2014J,637708,M,East Anglian Region,HE Qualification,0-35,N,90,2265
CCC,2014J,637708,M,East Anglian Region,HE Qualification,0-35,N,17.945,2265
CCC,2014J,637754,M,North Region,A Level or Equivalent,35-55,Y,6.25,3162
CCC,2014J,637754,M,North Region,A Level or Equivalent,35-55,Y,94,3162
CCC,2014J,637754,M,North Region,A Level or Equivalent,35-55,Y,18.21,3162
CCC,2014J,638018,M,South Region,A Level or Equivalent,0-35,N,5.495,889
CCC,2014J,638018,M,South Region,A Level or Equivalent,0-35,N,70,889
CCC,2014J,638018,M,South Region,A Level or Equivalent,0-35,N,17.23,889
CCC,2014J,638243,M,West Midlands Region,A Level or Equivalent,0-35,Y,1.34,183
CCC,2014J,638254,F,Scotland,A Level or Equivalent,0-35,N,5.235,1186
CCC,2014J,638254,F,Scotland,A Level or Equivalent,0-35,N,90,1186
CCC,2014J,638254,F,Scotland,A Level or Equivalent,0-35,N,7.74,1186
CCC,2014J,638504,F,South West Region,A Level or Equivalent,35-55,N,0.44,339
CCC,2014J,638771,M,South East Region,A Level or Equivalent,0-35,N,4.516666667,3893
CCC,2014J,638771,M,South East Region,A Level or Equivalent,0-35,N,62,3893
CCC,2014J,638771,M,South East Region,A Level or Equivalent,0-35,N,14.92,3893
CCC,2014J,639012,F,North Western Region,A Level or Equivalent,0-35,N,2.66,990
CCC,2014J,639012,F,North Western Region,A Level or Equivalent,0-35,N,36,990
CCC,2014J,639012,F,North Western Region,A Level or Equivalent,0-35,N,10.585,990
CCC,2014J,640109,M,London Region,No Formal quals,35-55,N,1.34,328
CCC,2014J,640773,M,South West Region,Lower Than A Level,0-35,Y,5.66,3078
CCC,2014J,640773,M,South West Region,Lower Than A Level,0-35,Y,46,3078
CCC,2014J,640773,M,South West Region,Lower Than A Level,0-35,Y,10.385,3078
CCC,2014J,641347,M,Scotland,A Level or Equivalent,0-35,N,2.633333333,643
CCC,2014J,641347,M,Scotland,A Level or Equivalent,0-35,N,6.46,643
CCC,2014J,641363,M,North Region,A Level or Equivalent,0-35,N,4.8275,490
CCC,2014J,641363,M,North Region,A Level or Equivalent,0-35,N,44,490
CCC,2014J,641363,M,North Region,A Level or Equivalent,0-35,N,11.2,490
CCC,2014J,641684,M,London Region,Lower Than A Level,0-35,N,0.22,241
CCC,2014J,641684,M,London Region,Lower Than A Level,0-35,N,4.14,241
CCC,2014J,641696,M,North Region,Lower Than A Level,0-35,N,4.83,1047
CCC,2014J,641696,M,North Region,Lower Than A Level,0-35,N,96,1047
CCC,2014J,641696,M,North Region,Lower Than A Level,0-35,N,14.015,1047
CCC,2014J,641804,M,West Midlands Region,A Level or Equivalent,0-35,N,4.596666667,1469
CCC,2014J,641804,M,West Midlands Region,A Level or Equivalent,0-35,N,6.966666667,1469
CCC,2014J,642291,F,Wales,Lower Than A Level,0-35,N,5.835,1863
CCC,2014J,642291,F,Wales,Lower Than A Level,0-35,N,86,1863
CCC,2014J,642291,F,Wales,Lower Than A Level,0-35,N,16.06,1863
CCC,2014J,642591,M,East Anglian Region,Lower Than A Level,35-55,N,5.445,3843
CCC,2014J,642591,M,East Anglian Region,Lower Than A Level,35-55,N,64,3843
CCC,2014J,642591,M,East Anglian Region,Lower Than A Level,35-55,N,16.59,3843
CCC,2014J,642817,F,East Anglian Region,A Level or Equivalent,0-35,N,4.71,651
CCC,2014J,642817,F,East Anglian Region,A Level or Equivalent,0-35,N,54,651
CCC,2014J,642838,F,Yorkshire Region,A Level or Equivalent,0-35,N,4.4575,1872
CCC,2014J,642838,F,Yorkshire Region,A Level or Equivalent,0-35,N,58,1872
CCC,2014J,642838,F,Yorkshire Region,A Level or Equivalent,0-35,N,13.53,1872
CCC,2014J,642839,F,West Midlands Region,Lower Than A Level,0-35,N,0.66,330
CCC,2014J,642839,F,West Midlands Region,Lower Than A Level,0-35,N,2.88,330
CCC,2014J,642850,M,Wales,A Level or Equivalent,0-35,N,5.825,981
CCC,2014J,642850,M,Wales,A Level or Equivalent,0-35,N,100,981
CCC,2014J,642902,F,London Region,A Level or Equivalent,0-35,N,3.1825,1880
CCC,2014J,642902,F,London Region,A Level or Equivalent,0-35,N,54,1880
CCC,2014J,642902,F,London Region,A Level or Equivalent,0-35,N,8.34,1880
CCC,2014J,643199,M,East Midlands Region,HE Qualification,35-55,N,3.11,503
CCC,2014J,643199,M,East Midlands Region,HE Qualification,35-55,N,6.83,503
CCC,2014J,643309,M,East Anglian Region,A Level or Equivalent,35-55,N,7.56,385
CCC,2014J,643403,M,Yorkshire Region,HE Qualification,0-35,N,5.0625,3875
CCC,2014J,643403,M,Yorkshire Region,HE Qualification,0-35,N,94,3875
CCC,2014J,643403,M,Yorkshire Region,HE Qualification,0-35,N,16.415,3875
CCC,2014J,643404,F,Scotland,HE Qualification,0-35,N,3.295,226
CCC,2014J,643404,F,Scotland,HE Qualification,0-35,N,7.2,226
CCC,2014J,643434,M,London Region,HE Qualification,35-55,Y,1.755,455
CCC,2014J,643434,M,London Region,HE Qualification,35-55,Y,3.24,455
CCC,2014J,643568,M,Wales,A Level or Equivalent,0-35,N,4.9175,1142
CCC,2014J,643568,M,Wales,A Level or Equivalent,0-35,N,80,1142
CCC,2014J,643568,M,Wales,A Level or Equivalent,0-35,N,19.28666667,1142
CCC,2014J,643690,M,South West Region,Lower Than A Level,0-35,N,0.66,215
CCC,2014J,643758,M,South West Region,A Level or Equivalent,0-35,N,2.745,1300
CCC,2014J,643758,M,South West Region,A Level or Equivalent,0-35,N,32,1300
CCC,2014J,643758,M,South West Region,A Level or Equivalent,0-35,N,8.74,1300
CCC,2014J,643770,M,Scotland,HE Qualification,0-35,N,2.59,198
CCC,2014J,643770,M,Scotland,HE Qualification,0-35,N,11.38,198
CCC,2014J,644093,M,South West Region,HE Qualification,0-35,N,5.035,3056
CCC,2014J,644093,M,South West Region,HE Qualification,0-35,N,82,3056
CCC,2014J,644093,M,South West Region,HE Qualification,0-35,N,16.865,3056
CCC,2014J,644242,M,London Region,A Level or Equivalent,0-35,N,5.72,1759
CCC,2014J,644242,M,London Region,A Level or Equivalent,0-35,N,94,1759
CCC,2014J,644242,M,London Region,A Level or Equivalent,0-35,N,16.975,1759
CCC,2014J,644246,M,Yorkshire Region,A Level or Equivalent,0-35,N,5.685,4036
CCC,2014J,644246,M,Yorkshire Region,A Level or Equivalent,0-35,N,100,4036
CCC,2014J,644369,M,Wales,Lower Than A Level,0-35,N,3.846666667,647
CCC,2014J,644369,M,Wales,Lower Than A Level,0-35,N,48,647
CCC,2014J,644369,M,Wales,Lower Than A Level,0-35,N,11.12,647
CCC,2014J,644416,F,West Midlands Region,A Level or Equivalent,0-35,N,5.5675,1260
CCC,2014J,644416,F,West Midlands Region,A Level or Equivalent,0-35,N,94,1260
CCC,2014J,644480,F,London Region,A Level or Equivalent,0-35,N,3.9075,894
CCC,2014J,644480,F,London Region,A Level or Equivalent,0-35,N,52,894
CCC,2014J,644480,F,London Region,A Level or Equivalent,0-35,N,12.99,894
CCC,2014J,644516,M,North Region,Lower Than A Level,35-55,N,3.24,124
CCC,2014J,644516,M,North Region,Lower Than A Level,35-55,N,4.68,124
CCC,2014J,644828,M,East Midlands Region,HE Qualification,0-35,N,5.2025,2270
CCC,2014J,644828,M,East Midlands Region,HE Qualification,0-35,N,84,2270
CCC,2014J,644828,M,East Midlands Region,HE Qualification,0-35,N,17.155,2270
CCC,2014J,644848,M,Scotland,Lower Than A Level,0-35,N,4.703333333,473
CCC,2014J,644848,M,Scotland,Lower Than A Level,0-35,N,13.19,473
CCC,2014J,644905,M,South East Region,HE Qualification,0-35,N,4.5,287
CCC,2014J,644905,M,South East Region,HE Qualification,0-35,N,8.64,287
CCC,2014J,644951,M,East Anglian Region,A Level or Equivalent,0-35,N,5.8225,396
CCC,2014J,644951,M,East Anglian Region,A Level or Equivalent,0-35,N,94,396
CCC,2014J,644951,M,East Anglian Region,A Level or Equivalent,0-35,N,16.525,396
CCC,2014J,644974,M,London Region,A Level or Equivalent,35-55,N,5.6,4239
CCC,2014J,644974,M,London Region,A Level or Equivalent,35-55,N,84,4239
CCC,2014J,644974,M,London Region,A Level or Equivalent,35-55,N,16.615,4239
CCC,2014J,645124,F,London Region,Post Graduate Qualification,35-55,N,5.7175,1798
CCC,2014J,645124,F,London Region,Post Graduate Qualification,35-55,N,94,1798
CCC,2014J,645124,F,London Region,Post Graduate Qualification,35-55,N,17.955,1798
CCC,2014J,645144,M,London Region,HE Qualification,35-55,N,6.25,2879
CCC,2014J,645144,M,London Region,HE Qualification,35-55,N,100,2879
CCC,2014J,645144,M,London Region,HE Qualification,35-55,N,17.37333333,2879
CCC,2014J,645160,F,East Anglian Region,A Level or Equivalent,0-35,N,0.22,56
CCC,2014J,645174,M,South Region,A Level or Equivalent,0-35,N,3.973333333,428
CCC,2014J,645174,M,South Region,A Level or Equivalent,0-35,N,68,428
CCC,2014J,645174,M,South Region,A Level or Equivalent,0-35,N,9.306666667,428
CCC,2014J,645216,M,London Region,A Level or Equivalent,0-35,N,5.553333333,698
CCC,2014J,645216,M,London Region,A Level or Equivalent,0-35,N,94,698
CCC,2014J,645216,M,London Region,A Level or Equivalent,0-35,N,16.665,698
CCC,2014J,645334,F,Scotland,HE Qualification,35-55,N,6.035,3105
CCC,2014J,645334,F,Scotland,HE Qualification,35-55,N,100,3105
CCC,2014J,645334,F,Scotland,HE Qualification,35-55,N,18.175,3105
CCC,2014J,645369,F,North Western Region,A Level or Equivalent,0-35,N,5.25,834
CCC,2014J,645369,F,North Western Region,A Level or Equivalent,0-35,N,84,834
CCC,2014J,645369,F,North Western Region,A Level or Equivalent,0-35,N,18.04,834
CCC,2014J,645586,M,Scotland,HE Qualification,0-35,N,5.53,992
CCC,2014J,645586,M,Scotland,HE Qualification,0-35,N,70,992
CCC,2014J,645586,M,Scotland,HE Qualification,0-35,N,17.625,992
CCC,2014J,645590,M,Scotland,HE Qualification,0-35,N,1.56,158
CCC,2014J,645698,M,West Midlands Region,Lower Than A Level,0-35,N,4.9125,913
CCC,2014J,645698,M,West Midlands Region,Lower Than A Level,0-35,N,44,913
CCC,2014J,645698,M,West Midlands Region,Lower Than A Level,0-35,N,15.705,913
CCC,2014J,645770,M,South West Region,A Level or Equivalent,0-35,N,4.02,2948
CCC,2014J,645770,M,South West Region,A Level or Equivalent,0-35,N,38,2948
CCC,2014J,645770,M,South West Region,A Level or Equivalent,0-35,N,14.585,2948
CCC,2014J,645792,M,South West Region,Lower Than A Level,0-35,N,6.25,2462
CCC,2014J,645792,M,South West Region,Lower Than A Level,0-35,N,96,2462
CCC,2014J,645792,M,South West Region,Lower Than A Level,0-35,N,18.145,2462
CCC,2014J,645835,M,North Region,A Level or Equivalent,0-35,N,4.143333333,1219
CCC,2014J,645835,M,North Region,A Level or Equivalent,0-35,N,11.44,1219
CCC,2014J,645939,M,South Region,A Level or Equivalent,0-35,N,1.56,428
CCC,2014J,645948,M,West Midlands Region,Lower Than A Level,0-35,N,3.195,1489
CCC,2014J,645948,M,West Midlands Region,Lower Than A Level,0-35,N,7.38,1489
CCC,2014J,646071,M,Scotland,Post Graduate Qualification,0-35,N,3.4,1330
CCC,2014J,646071,M,Scotland,Post Graduate Qualification,0-35,N,52,1330
CCC,2014J,646071,M,Scotland,Post Graduate Qualification,0-35,N,7.645,1330
CCC,2014J,646173,M,London Region,HE Qualification,35-55,N,5.2525,1036
CCC,2014J,646173,M,London Region,HE Qualification,35-55,N,72,1036
CCC,2014J,646173,M,London Region,HE Qualification,35-55,N,16.04,1036
CCC,2014J,646351,F,Wales,A Level or Equivalent,35-55,N,5.8325,1668
CCC,2014J,646351,F,Wales,A Level or Equivalent,35-55,N,100,1668
CCC,2014J,646351,F,Wales,A Level or Equivalent,35-55,N,16.975,1668
CCC,2014J,646359,M,South East Region,A Level or Equivalent,0-35,N,0.22,337
CCC,2014J,646359,M,South East Region,A Level or Equivalent,0-35,N,3.42,337
CCC,2014J,646363,M,East Anglian Region,HE Qualification,0-35,N,1.78,163
CCC,2014J,646363,M,East Anglian Region,HE Qualification,0-35,N,8.64,163
CCC,2014J,646406,M,North Region,A Level or Equivalent,0-35,N,6.13,2083
CCC,2014J,646406,M,North Region,A Level or Equivalent,0-35,N,98,2083
CCC,2014J,646413,F,East Midlands Region,Lower Than A Level,0-35,N,3.535,610
CCC,2014J,646413,F,East Midlands Region,Lower Than A Level,0-35,N,60,610
CCC,2014J,646413,F,East Midlands Region,Lower Than A Level,0-35,N,7.775,610
CCC,2014J,646481,M,Yorkshire Region,A Level or Equivalent,0-35,N,5.0725,1487
CCC,2014J,646481,M,Yorkshire Region,A Level or Equivalent,0-35,N,80,1487
CCC,2014J,646481,M,Yorkshire Region,A Level or Equivalent,0-35,N,16.225,1487
CCC,2014J,646553,M,South East Region,HE Qualification,0-35,N,3.655,269
CCC,2014J,646553,M,South East Region,HE Qualification,0-35,N,9.45,269
CCC,2014J,646589,M,South West Region,A Level or Equivalent,0-35,Y,4.195,2312
CCC,2014J,646589,M,South West Region,A Level or Equivalent,0-35,Y,56,2312
CCC,2014J,646589,M,South West Region,A Level or Equivalent,0-35,Y,8.22,2312
CCC,2014J,646841,M,North Western Region,Lower Than A Level,0-35,N,1.34,158
CCC,2014J,646998,M,East Midlands Region,A Level or Equivalent,0-35,N,4.636666667,1340
CCC,2014J,646998,M,East Midlands Region,A Level or Equivalent,0-35,N,86,1340
CCC,2014J,646998,M,East Midlands Region,A Level or Equivalent,0-35,N,14.58,1340
CCC,2014J,647083,M,Yorkshire Region,A Level or Equivalent,0-35,N,1.34,629
CCC,2014J,647083,M,Yorkshire Region,A Level or Equivalent,0-35,N,26,629
CCC,2014J,647083,M,Yorkshire Region,A Level or Equivalent,0-35,N,7.2,629
CCC,2014J,647148,M,Scotland,A Level or Equivalent,0-35,N,3.47,516
CCC,2014J,647148,M,Scotland,A Level or Equivalent,0-35,N,46,516
CCC,2014J,647148,M,Scotland,A Level or Equivalent,0-35,N,11.77333333,516
CCC,2014J,647195,F,South East Region,A Level or Equivalent,0-35,N,6.17,1237
CCC,2014J,647195,F,South East Region,A Level or Equivalent,0-35,N,94,1237
CCC,2014J,647195,F,South East Region,A Level or Equivalent,0-35,N,18.2,1237
CCC,2014J,647406,M,Yorkshire Region,A Level or Equivalent,0-35,N,1.12,441
CCC,2014J,647406,M,Yorkshire Region,A Level or Equivalent,0-35,N,6.48,441
CCC,2014J,647417,M,West Midlands Region,A Level or Equivalent,0-35,Y,1.34,54
CCC,2014J,647464,M,South West Region,A Level or Equivalent,0-35,N,5.18,1383
CCC,2014J,647464,M,South West Region,A Level or Equivalent,0-35,N,70,1383
CCC,2014J,647479,F,North Western Region,A Level or Equivalent,35-55,N,3.215,2059
CCC,2014J,647479,F,North Western Region,A Level or Equivalent,35-55,N,34,2059
CCC,2014J,647479,F,North Western Region,A Level or Equivalent,35-55,N,7.105,2059
CCC,2014J,647518,M,Wales,A Level or Equivalent,0-35,N,1.34,1517
CCC,2014J,647518,M,Wales,A Level or Equivalent,0-35,N,6.66,1517
CCC,2014J,647593,M,Scotland,A Level or Equivalent,0-35,N,5.0775,1121
CCC,2014J,647593,M,Scotland,A Level or Equivalent,0-35,N,90,1121
CCC,2014J,647593,M,Scotland,A Level or Equivalent,0-35,N,18.55333333,1121
CCC,2014J,647684,M,North Region,Post Graduate Qualification,0-35,N,0.88,119
