Revenue,Mou,Overage,Roam,Changem,Months,Uniqsubs,Actvsubs,Eqpdays,Customer,Creditde,Refurb,Setprcm,Retcall,Churn
89.6475,751.75,147.5,0,265.25,12,1,1,370,1052555,0,0,1,1,0
277.7125,1833.5,754.75,0,604.5,14,1,1,432,1052610,0,0,1,0,1
330.1175,2287.25,237,177.985,603.75,14,1,1,371,1052638,1,0,0,0,0
128.3825,460,279.5,0,442,12,4,2,369,1052691,0,0,1,0,0
111.2625,836,177,0.0975,-37,16,3,2,476,1052723,0,0,1,1,1
30.485,107.75,0,0,10.25,18,1,1,181,1052757,0,1,0,1,1
13,230.5,12,0,-80.5,18,4,2,536,1052826,0,1,1,0,1
78.36,435.5,105.25,0,451.5,16,1,1,475,1052868,0,0,1,1,1
33.95,55.5,0,0.71,-31.5,14,2,1,372,1052938,0,1,0,1,1
109.8425,545.25,209,0,-172.25,16,1,1,474,1052939,0,0,1,1,1
32.27,63.25,0,0,-36.25,12,1,1,366,1052967,0,0,1,1,1
218.79,1182,439.5,0,2049,16,2,1,127,1053168,0,0,0,1,1
360.33,4220.5,1095.25,11.28,199.5,14,1,1,146,1053185,1,1,0,0,0
37.265,288.5,6.5,0,-70.5,18,3,1,532,1053346,0,0,1,1,1
41.6925,373.5,0.25,4.375,-320.5,16,1,1,470,1053410,0,0,1,1,0
349.7725,990.75,790.75,13.195,171.25,12,1,1,362,1053417,0,0,1,0,1
7.5,10.75,0,0,-6.75,18,2,1,531,1053465,0,1,1,1,0
177.93,640.5,0,109.75,-16.5,12,2,2,360,1053630,0,0,1,0,1
42.2625,374.5,34.5,0,-158.5,14,1,1,241,1053646,0,1,0,1,1
148.015,1098.5,270.5,0.585,81.5,16,5,2,468,1053665,0,0,1,0,0
22.6675,512.25,39.75,0,137.75,18,4,2,524,1053781,0,1,0,0,1
258.365,1279.25,805.5,0,-806.25,16,2,2,463,1053818,0,1,0,0,0
75.305,26,0,0,-14,12,2,1,358,1053899,0,1,1,1,1
139.6666667,1040.666667,335,0,-15.00692815,18,2,1,385,1053998,0,0,0,1,1
50.49,444.25,5.5,0.2925,-88.25,12,2,1,356,1054179,0,0,1,1,1
51.64,344,0,0,-15.00692815,16,4,1,456,1054207,0,1,0,0,0
251.635,2020.25,84.75,171.59,276.75,16,2,1,98,1054270,1,0,0,0,0
286.695,2104.75,715.5,0.0625,74.25,12,3,2,355,1054303,0,0,1,0,0
19.095,323.25,6.25,6.04,260.75,12,8,2,353,1054577,0,0,1,0,1
115.2625,629,226.5,9.5725,-618,14,1,1,199,1054596,0,1,0,1,0
52.1225,660.25,27.75,0,-171.25,12,4,1,331,1054688,0,1,0,0,1
376.5825,2098.5,912.75,0,402.5,16,1,1,460,1054729,0,0,1,0,1
153.6875,590.25,15,94.7425,-353.25,16,1,1,459,1054761,0,0,1,0,1
90.4775,856.75,0,3.26,-189.75,14,3,1,173,1054862,0,0,0,1,1
24.5975,52.75,13.5,0,-28.75,16,1,1,458,1054919,0,0,1,1,0
9.5425,0,0,0,0,12,1,1,313,1054970,0,0,0,1,1
181.1825,605.75,416.25,0.0975,-605.75,18,1,1,334,1055000,0,1,0,1,0
48.13,265.25,47.75,1.6425,119.75,14,1,1,391,1055092,0,0,0,1,0
37.4025,511.75,1.75,0,-471.75,13,2,2,130,1055379,0,1,0,1,1
65.6925,105,53.5,0,170,11,1,1,345,1055487,1,0,0,1,1
59.5725,404.75,80.25,0,28.25,17,2,2,513,1055827,0,0,1,1,1
40.1375,327.75,33.25,0,-1.75,13,2,1,405,1055911,0,0,1,1,0
84.92,286.25,25.25,0.8,-107.25,15,1,1,451,1055979,0,0,1,1,1
160.425,941.75,0,0.1875,-27.75,17,8,4,257,1056039,0,1,0,1,1
76.09333333,589,135.3333333,0,-15.00692815,17,1,1,510,1056168,0,0,1,1,1
51.8675,278,111,0,-267,13,2,2,403,1056179,0,0,1,1,1
89.1275,147.25,51.75,2.1875,-68.25,15,1,1,449,1056204,0,0,1,1,1
30.545,179.25,0,0,-179.25,11,1,1,173,1056313,0,1,0,1,1
65.0825,391.75,26.75,0.4175,-289.75,15,2,1,448,1056335,0,0,1,1,1
34.5,125.25,0,0,-70.25,13,1,1,220,1056353,0,1,0,1,1
39.99333333,381.3333333,0,0,-15.00692815,17,2,1,509,1056433,0,0,1,1,1
56.1925,641,20,6.775,-85,17,3,3,194,1056461,0,1,0,1,1
42.38,384.5,0,0,-252.5,17,1,1,507,1056721,0,0,1,1,1
53.2525,476.25,4,1.455,78.75,17,1,1,226,1056850,0,1,0,1,1
15.3375,190.75,6.5,0,-42.75,13,4,2,390,1056894,0,1,0,0,0
109.5175,673,235.5,4.585,-673,11,1,1,336,1056917,0,0,1,1,1
172.025,970.25,400.75,0,1346.75,13,1,1,5,1056980,1,1,0,1,1
364.0275,2370.25,1103.75,0,151.75,11,2,2,320,1057056,0,0,0,0,0
37.74,67.75,0,0,-49.75,13,2,1,397,1057076,0,1,1,1,1
94.5025,1428.75,42.5,0,-1085.75,13,2,2,202,1057162,0,0,0,1,1
584.225,2894.75,1551.75,0.39,1510.25,11,2,2,9,1057378,0,0,0,0,0
107.865,360.25,0,62.82,-60.25,11,2,1,142,1057604,0,1,0,1,1
213.0225,1332.5,149,87.7075,432.5,11,2,2,331,1057690,0,0,1,0,1
126.28,641.5,220.75,1.4125,-125.5,13,5,2,391,1057955,1,1,0,0,0
186.17,1275,315,0,348,17,1,1,498,1058077,0,0,1,1,1
31.7975,72.75,0,0,73.25,15,2,2,437,1058098,0,0,1,1,1
71.505,17.25,0,0,-12.25,11,3,1,54,1058126,0,1,0,1,1
53.24,0,0,0,-15.00692815,13,1,1,390,1058286,0,0,1,1,1
425.87,3181.25,1240.75,0,1099.75,15,1,1,41,1058508,1,1,0,0,0
76.1875,666.5,117,0,-13.5,15,6,1,173,1058665,0,0,0,0,1
36.31333333,229.6666667,0,0,-15.00692815,17,1,1,357,1058817,0,0,0,1,1
131.315,1112.5,132.5,0,215.5,15,1,1,316,1059161,0,1,0,1,0
10,3.25,0,0,-3.25,13,2,1,386,1059202,0,0,1,1,1
376.3925,1544,364,0,447,11,2,2,234,1059444,0,0,0,0,1
30.86,146.25,0,0.87,38.75,17,2,1,492,1059446,0,0,1,1,0
102.2175,1383.75,0,0,-743.75,15,1,1,174,1059500,0,1,0,1,1
50.7325,243,0,0,-107,17,1,1,492,1059538,0,0,1,1,1
56.39,1021.75,16,0,-204.75,15,1,1,400,1059585,0,1,0,1,0
76.3725,401.25,34.5,14.4,-269.25,11,1,1,322,1059621,0,0,1,1,1
145.7425,776.5,66.5,76.735,553.5,11,1,1,322,1059760,0,0,1,0,1
212.5975,3015.5,392.75,35.12,-1124.5,17,3,1,490,1059816,1,0,1,1,1
74.19,290.5,109.5,0.0975,139.5,11,1,1,89,1060012,0,1,0,1,1
10,0,0,0,0,17,1,1,489,1060136,0,0,1,1,1
28.49,25.75,0,0,-5.75,13,5,1,381,1060405,0,1,1,0,1
45.57,7.75,0,0,-7.75,10,2,1,318,1060441,0,0,1,1,0
10,27,0,0,-27,15,6,3,426,1060478,0,1,0,0,1
36.485,405.25,0,0,-145.25,14,2,1,423,1060986,0,0,1,1,1
242.3425,1268.75,556.75,25.915,-1172.75,14,1,1,423,1061008,0,0,1,0,1
91.1,916.5,119,1.12,-685.5,12,1,1,376,1061080,0,0,1,1,1
228.9325,866.75,463.75,0,926.25,14,3,1,422,1061147,0,0,1,0,0
57.29,961.75,22.5,0,-73.75,12,1,1,167,1061149,0,1,0,1,0
143.6425,285,49.5,0,0,12,1,1,375,1061325,0,0,1,1,0
335.9675,3124.75,719.5,13.5575,288.25,10,3,3,97,1061386,0,0,0,1,1
155.21,1388.25,576.25,0,194.75,14,4,2,141,1061438,0,1,0,0,0
21.12,33.25,0,0,-33.25,10,4,1,312,1061442,0,1,1,0,1
34.99,48,0,0,-30,16,7,2,471,1061499,1,0,0,0,1
110.4525,560.25,365,5.225,-128.25,14,2,1,419,1061644,0,0,1,1,0
269.825,1367.5,645.5,11.335,29.5,12,1,1,372,1061728,0,0,1,0,1
35.4925,490,0,0,-478,16,1,1,479,1061858,0,0,1,1,0
34.35,627.75,21.75,0,-405.75,14,1,1,417,1061955,0,0,1,1,1
50.9825,499.25,0,0.4875,-244.25,16,1,1,478,1062020,0,0,1,1,1
442.97,1665.75,1045,43.5175,-776.75,16,2,1,478,1062036,0,0,1,0,1
29.99,28.5,0,0,-19.5,16,1,1,125,1062234,0,1,0,1,0
4.9275,0,0,0,0,10,1,1,294,1062431,0,0,0,1,1
31.5225,185.75,0,0,-77.75,10,1,1,306,1062518,0,1,1,1,1
86.2225,1127.25,148.5,0,446.75,14,4,2,100,1062551,0,0,0,1,1
23.13,171.75,0,0,-34.75,12,9,4,367,1062655,0,0,1,0,1
18.875,7,0,0,-7,16,1,1,442,1062699,0,1,0,1,1
29.99,144.25,0,0,-62.25,14,7,2,412,1062766,0,0,1,0,0
40.6,245,13.25,5.9725,-55,14,1,1,408,1063387,0,0,1,1,1
46,757.75,0,3.2075,-757.75,12,6,1,164,1063423,0,1,0,0,1
14.995,14.75,0,0,-14.75,14,1,1,408,1063440,0,0,1,1,1
73.81,498.5,12.75,0,-430.5,14,1,1,182,1063599,0,1,0,1,0
159.6925,721,294.25,13.1425,-683,12,3,1,360,1063747,0,0,1,0,1
47.39,256,61,0,-256,16,3,2,33,1063993,0,1,0,1,1
95.4875,462,2.25,1.3775,-172,16,1,1,-2,1064212,0,1,0,1,1
275.3875,1148,695,0,545,12,1,1,340,1064269,0,0,0,0,1
64.48,250,70,0,-15.00692815,14,2,1,403,1064307,0,0,1,1,1
61.7225,423.75,45,0,-118.75,16,2,2,464,1064505,0,0,1,1,1
34.99,33.5,0,0,-12.5,12,2,2,250,1064517,0,1,0,1,1
60.8625,467,164.25,0,115,10,4,2,294,1064594,0,1,1,0,1
24.34,253,0,1.05,-15.00692815,14,1,1,307,1064703,0,1,0,1,1
86.4825,1364.75,91.5,0,-1256.75,10,2,2,122,1064729,0,1,0,1,1
10.6,11.25,0,0,-11.25,12,2,1,355,1064819,0,1,1,1,1
49.73,847.75,0,0,-724.75,16,1,1,461,1065028,0,0,1,1,1
16.0375,234.75,35.5,0.16,-234.75,12,2,2,213,1065077,0,1,0,1,1
53.22,738.75,7,0,150.25,10,6,1,224,1065203,0,1,0,0,0
121.7175,949.5,144.25,0,660.5,10,5,1,288,1065213,0,1,0,0,1
29.99,462,0,0,12,14,1,1,397,1065476,0,1,1,1,1
104.72,971.25,202,0,316.75,12,3,2,351,1065478,0,0,1,1,1
85.48,486,67.5,0,-174,11,2,1,12,1065811,0,1,0,1,1
174.1266667,2590.666667,344.6666667,0,-15.00692815,15,2,1,455,1065966,0,0,1,1,1
30.7325,46.5,0,0,-9.5,13,4,1,360,1066161,0,1,0,0,1
93.5725,311,180.25,0,-203,11,6,2,347,1066232,0,0,1,0,1
21.215,17.5,1.5,0.64,4.5,15,1,1,454,1066237,0,1,1,1,1
45.255,257.25,0,0,-78.25,15,4,1,34,1066241,0,0,0,1,1
87.1825,959.75,0,0,68.25,11,4,1,9,1066295,0,1,0,1,1
21.355,17,3.5,0,8,11,6,2,344,1066552,0,0,1,0,0
101.095,765.5,246,0,-15.00692815,15,1,1,450,1066685,0,0,1,1,1
10.975,35.5,3.25,0,53.5,11,6,2,342,1066788,0,1,1,0,0
10,21.25,0,0,37.75,11,2,2,324,1067113,0,0,0,1,1
29.295,144.75,0,3.055,4.25,13,6,1,385,1067222,0,0,1,1,1
22.4925,83.25,0,0,-83.25,15,1,1,197,1067289,0,1,0,1,1
152.555,919.25,403,0,362.75,11,2,1,338,1067327,0,0,1,0,1
273.9975,1795.75,795.75,0,-320.75,11,1,1,338,1067358,0,0,1,0,1
296.2375,1925.25,692.5,18.5475,869.75,11,3,2,337,1067450,0,0,1,0,0
222.4125,1918.5,589.25,0,-1547.5,13,4,3,383,1067546,0,0,1,0,1
276.625,1684.75,903.75,0,-376.75,15,2,2,443,1067685,0,0,1,0,1
76.445,400,52.75,0,-228,9,6,2,273,1067758,0,0,1,0,1
22.4925,181,0,0,-161,15,1,1,276,1067895,0,1,0,1,0
81.6925,461.25,24.75,37.4875,-233.25,11,2,1,332,1068156,0,1,1,0,1
40.78,75.25,0,0,-75.25,11,2,1,79,1068337,0,1,0,1,1
339.2475,2304.25,938.75,0.0975,-2304.25,9,2,2,268,1068481,1,0,1,0,1
93.2325,474.5,94.5,0.585,-473.5,13,1,1,33,1068961,0,1,0,1,1
292.775,2752.75,848.75,0,1103.25,11,1,1,199,1069086,0,1,0,0,1
11.2175,4.25,0,1.1275,-4.25,9,2,2,255,1069095,0,1,0,1,1
413.105,1734.5,872.75,4.365,-1724.5,15,1,1,69,1069110,0,1,0,0,0
37.14,512,124.75,0,-176,11,3,2,324,1069417,0,0,1,1,0
478.935,2109.75,979.75,17.49,-2050.75,11,1,1,78,1069927,1,0,0,0,0
91.6925,1125,155,2.6275,202,12,2,1,100,1070225,1,1,0,1,0
23.96,38.25,19,0,-38.25,12,1,1,73,1070993,0,1,0,1,1
29.99,0,0,0,0,14,1,1,420,1071031,0,0,1,1,1
38.045,161.5,22.5,7.575,-142.5,8,1,1,249,1071391,0,0,1,1,1
463.2325,5409.75,1465,36.5675,-403.75,8,1,1,35,1071600,0,1,0,0,1
10.2475,38,0,0,-33,14,9,2,416,1071721,0,0,1,0,1
36.9625,146.5,0,7.11,-4.5,10,2,2,308,1071947,0,0,0,1,1
110.885,112.25,1,6.45,-4.25,8,1,1,60,1072110,0,1,0,1,1
60.005,463.25,85.75,0,-95.25,14,3,2,187,1072278,0,1,0,1,1
295.5233333,1081.666667,0,223.1633333,-15.00692815,14,1,1,412,1072344,0,0,1,1,1
83.9725,755.25,29.75,0,-369.25,8,1,1,240,1072994,0,1,1,1,0
208.23,912,70.66666667,117.27,-15.00692815,14,1,1,150,1073318,1,0,0,1,1
59.99,2.5,0,0,-15.00692815,14,2,1,404,1073773,0,0,1,1,1
47.085,396.5,11.5,0,82.5,10,2,1,296,1073807,0,0,1,1,1
14.8325,27,0,0,14,8,10,5,234,1073862,0,0,1,0,1
44.495,455,0,0,-365,14,1,1,403,1073932,0,0,1,1,1
222.815,2987.5,607.5,0,-2867.5,12,1,1,298,1074372,0,0,0,0,1
34.99,89.75,0,0,-89.75,14,3,1,307,1074426,0,0,0,1,1
33.56,272,29.5,0,294,14,2,1,320,1074613,0,1,0,1,1
70.85,1529,63.75,0.0975,-3,8,1,1,189,1074643,0,1,0,1,1
523.2025,4367,783.25,156.1975,1387,14,3,3,38,1074666,0,0,0,0,1
309.21,1825.25,641.5,4.3725,-1825.25,14,2,1,88,1074719,0,0,0,1,1
30.38,179.5,1,0,3.5,12,1,1,336,1074892,0,0,0,1,1
672.015,4773.5,1507.5,165.925,-1803.5,14,1,1,232,1075078,0,0,0,0,0
80.51,643.25,44.75,0,-99.25,10,1,1,284,1075279,0,0,0,1,0
45.8275,474.25,45.25,0,-152.25,10,3,1,290,1075302,0,0,1,1,0
10,0,0,0,0,14,1,1,335,1075429,0,1,0,1,1
39.99,18,0,0,-15.00692815,14,4,1,187,1075890,0,0,0,1,1
115.91,979.5,224,0.2925,279.5,14,1,1,140,1075904,0,1,0,1,1
34.99,616,0,0,-318,11,2,1,53,1076170,0,1,0,1,1
27.5475,64.5,1.75,3.465,37.5,7,2,2,224,1076317,0,1,1,1,1
861.105,951,0,850.8625,-924,7,1,1,224,1076359,0,0,1,0,1
93.0525,351.75,75.75,3.695,-334.75,13,2,2,208,1076577,0,0,0,1,1
286.92,3134.75,828.75,0,-1255.75,13,2,2,390,1076958,0,0,1,0,0
50.285,501.5,2.5,0,-344.5,13,2,2,148,1077228,0,1,0,1,1
10,462,0,0,52,11,13,5,320,1077453,0,0,0,0,1
170.8275,2022.5,319.25,0,-567.5,7,1,1,219,1077520,0,0,0,1,1
38.315,660.75,9.5,0,-68.75,11,2,1,326,1077765,0,0,1,1,1
286.715,2876,731,0,1496,13,1,1,308,1077766,0,0,0,0,1
120.7375,341,0,105.09,-341,11,1,1,326,1077776,0,0,1,0,1
60.9825,660.5,50,0,518.5,13,3,2,387,1077812,0,0,1,1,1
80.96,1281.333333,144.6666667,0.78,-15.00692815,13,2,1,277,1077921,0,1,0,1,1
56.2775,217.5,43.5,0,-157.5,11,1,1,325,1077940,0,0,1,1,1
49.5025,170.75,22.75,3.8025,-170.75,13,2,2,384,1078354,0,0,1,1,1
45,0,0,0,0,13,3,1,384,1078374,0,0,1,1,0
22.13333333,195,0.333333333,0.343333333,-15.00692815,13,5,4,384,1078375,0,0,1,1,1
35.0875,274.5,0.25,0,-84.5,9,3,1,277,1078445,0,0,1,1,0
40.1525,173.5,0,3.3675,-173.5,11,1,1,165,1078542,0,1,0,1,1
62.345,830.5,71.25,0,-742.5,13,1,1,383,1078607,0,0,1,1,1
173.9575,1531.25,399,0.1725,-1391.25,7,2,2,214,1078678,0,0,1,1,1
115.355,802.5,156.5,0,126.5,11,2,2,168,1078769,0,1,0,1,0
40.645,278.75,72.25,0,-278.75,11,1,1,113,1079189,0,1,0,1,1
116.7525,965,155.25,0,100,11,1,1,38,1079496,0,1,0,1,0
125.22,331,0,95.23,-331,11,2,2,318,1079646,0,0,1,0,1
75.7675,614.5,141.5,0,-435.5,13,4,3,379,1079804,0,0,1,1,1
327.2175,1608.5,596.75,62.525,-461.5,13,2,2,314,1080155,0,1,0,0,0
206.1325,844.5,142.5,116.005,123.5,9,1,1,152,1080201,0,0,0,0,0
396.3275,3075.5,530,49.5325,-2285.5,13,1,1,132,1080557,0,0,0,0,1
14.16,205.25,0,0.16,-67.25,11,2,2,306,1080796,0,1,0,1,0
17.4575,395.25,6,0,-381.25,13,4,2,376,1080851,0,0,1,1,0
126.6325,383.75,156,0.2925,-270.75,9,1,1,268,1081171,0,0,1,1,1
50.2875,553.25,25.5,0.0975,-2.25,13,3,1,374,1081462,0,0,1,1,0
119.9825,980.75,241,3.27,666.25,7,4,3,205,1081464,0,0,1,1,1
81.2325,286,8.25,42.2825,426,9,4,2,266,1082027,0,0,1,0,0
87.21666667,459,0,0,-15.00692815,13,1,1,173,1082082,0,1,0,1,1
122.51,618.5,153.25,0,-47.5,9,1,1,231,1082230,0,0,0,1,1
344.7375,2036,752,17.1,353,11,1,1,310,1082450,0,0,1,0,0
16.525,102.5,21.75,0,-8.5,13,11,5,370,1082832,0,0,1,0,1
25.595,380,21,0,-374,13,1,1,370,1083004,0,0,1,1,1
34.99,1322.25,0,0,-164.25,11,3,2,92,1083335,0,1,0,1,0
29.99,81,0,0,20,11,7,4,296,1083408,0,1,0,0,1
167.765,745.25,30.75,107.58,1407.75,7,2,2,199,1083769,0,0,1,0,1
209.86,1153.5,438,67.05,-1145.5,13,4,2,367,1083996,0,0,1,1,0
39.465,332.5,34,0,110.5,11,6,2,306,1084020,0,0,0,0,0
434.335,2650,1150,0,-320,7,1,1,198,1084279,0,0,1,0,0
43.49,327.75,0.75,0,-47.75,13,1,1,213,1084623,0,1,0,1,1
23.91,88.25,9,0,-56.25,13,1,1,136,1084697,0,1,0,1,1
177.025,1017.5,338.5,0,456.5,10,1,1,10,1084876,0,1,0,1,0
23.37,474.25,28.25,0,-474.25,12,6,2,295,1084902,0,1,0,0,1
479.005,2098.25,1073.5,0,1257.75,6,1,1,192,1085425,0,0,1,0,1
64.9525,1150.5,45.75,0,-115.5,12,1,1,347,1085667,0,1,0,1,1
18.99,246.6666667,0,0,-246.6666667,12,2,1,358,1085959,0,1,1,1,1
23.8575,286.25,32.75,0,-286.25,10,1,1,296,1086003,0,1,1,1,0
58.81,170.25,0,0,-79.25,6,2,2,64,1086146,0,1,0,1,1
26.2425,13,0,0,-13,12,1,1,356,1086210,0,0,1,1,1
503.905,6103.75,1912.5,23.0925,174.25,8,1,1,199,1086259,0,0,0,0,0
39.0875,219.5,0,0.0975,71.5,12,10,4,356,1086269,0,0,1,0,1
25.8225,681.75,22,0,-681.75,10,1,1,125,1086401,1,1,0,1,0
46.25,0.75,0,0,-0.75,12,1,1,354,1086668,0,0,1,1,0
90.7625,226,0,41.155,-222,12,1,1,353,1086953,0,0,1,1,1
162.92,997,125,0,-381,6,8,2,184,1086980,0,0,1,0,0
38.3625,49.75,0,0,-49.75,10,9,4,292,1086999,0,0,1,0,0
40.585,204.25,0,0,-198.25,8,3,1,245,1087043,0,0,1,1,1
125.39,842,192.75,3.4675,-842,12,1,1,352,1087112,0,0,1,1,1
45.84,183.5,1.5,0,94.5,12,2,1,351,1087289,0,0,1,1,1
64.465,344.75,68.25,0,-172.75,6,1,1,182,1087377,0,0,1,1,1
49.545,232.5,63.75,0,396.5,12,1,1,350,1087419,0,0,1,1,1
62.7375,1432.75,68.25,0,-1062.75,8,2,1,115,1087675,0,1,0,1,1
158.49,752.5,126.25,0,-279.5,10,1,1,282,1087994,0,0,1,1,1
124.7275,1364.75,190,4.7825,-240.75,10,2,2,35,1088079,0,1,0,1,1
240.9975,725.5,79.25,122.8625,-128.5,12,2,1,290,1088574,0,0,0,0,1
69.24,291.5,79.25,1.065,-119.5,12,1,1,106,1088580,0,1,0,1,1
237.61,1842.5,10.75,179.08,-571.5,10,1,1,276,1088587,0,0,1,0,0
238.7525,1468,450.75,42.2875,-1468,12,2,1,160,1088686,0,0,0,0,1
10,27,0,0,-22,9,9,4,273,1088813,0,0,0,0,1
449.755,2939,964,0,-368,9,2,1,178,1088917,1,1,0,0,0
109.6375,639.25,168.75,0,-148.25,11,2,2,132,1088995,0,1,0,1,1
167.7975,1031.25,178.75,0.745,-1024.25,11,1,1,126,1089168,0,0,0,1,1
166.5675,1906.75,465.25,0,-640.75,11,3,2,148,1089333,0,0,0,1,1
88.11,1358.75,230,0,-29.75,9,7,2,64,1089560,1,1,0,0,1
10,2.75,0,0,-2.75,7,2,1,220,1089593,0,0,1,1,1
34.19,414.5,12,0,-40.5,9,6,1,264,1089788,0,0,1,0,0
51.165,73.5,0,21.175,117.5,7,6,1,216,1089947,0,0,1,0,1
121.9625,1065.5,203.75,0,-465.5,11,1,1,322,1090143,0,0,1,1,1
158.9625,1378,190,0.4525,-39,7,2,1,153,1090721,0,0,0,1,1
157.8025,1533.25,269.5,0,1248.75,11,2,1,312,1090800,0,0,0,1,1
224.41,936.5,97.25,131.035,-223.5,11,2,2,307,1091664,0,0,1,0,0
225.9925,1384.5,440,0,91.5,11,4,2,37,1091855,0,1,0,0,0
193.78,768.5,0,143.79,-177.5,7,1,1,197,1092025,0,0,1,0,0
476.635,2208,1099.25,0,141,8,1,1,82,1092244,0,0,0,0,0
28.47,108,0,0,-93,10,3,1,287,1093375,0,0,1,1,1
111.8475,1312.75,395.75,0,-1312.75,7,3,2,120,1093397,1,1,0,0,1
69.6725,395,96.25,0,87,10,2,1,122,1093666,0,0,0,1,0
847.8175,1730.75,1073,0,5192.25,8,1,1,216,1093896,0,0,1,0,1
38.76,202.25,43.75,0,415.75,9,6,2,211,1094216,0,1,0,0,1
249.54,1413.75,0,148.3125,-309.75,9,1,1,268,1094370,0,0,1,0,1
216.775,851.5,442.25,4.0225,14.5,7,4,2,197,1094863,1,1,1,0,1
582.945,7667.75,3472.25,0,1193.25,7,3,2,174,1095473,0,0,0,0,0
214.715,1834.25,259.75,0.195,-551.25,8,6,4,54,1095741,0,1,0,1,1
55.72,634,0,1.4825,-625,13,6,3,234,1095860,0,1,1,0,1
56.7,879.25,0,0,-735.25,8,2,1,161,1095977,0,1,0,1,1
209.735,2198.5,0,0.2925,-2198.5,9,5,1,82,1095985,0,1,0,1,1
98.8775,1085.75,0,45.5725,-1049.75,8,2,1,132,1096412,0,0,0,1,1
457.21,3100.75,1012.75,0.4875,897.25,7,2,2,172,1096451,0,0,0,0,0
46.8675,375.5,91,0,-11.5,7,2,2,116,1096688,0,1,0,1,1
44.5775,373.5,26,0,100.5,29,1,1,405,1097688,0,1,0,1,1
58.63411388,513.9735097,40.86313317,1.228694398,-15.00692815,58,2,2,1764,1097725,0,0,1,0,1
6.825,28.75,19.5,0,2.25,60,1,1,1823,1097727,0,0,1,0,0
58.63411388,513.9735097,40.86313317,1.228694398,-15.00692815,58,1,1,1749,1097743,0,0,1,0,1
4.316666667,12.33333333,12.33333333,0,-15.00692815,60,1,1,1809,1097747,0,0,1,0,0
0.35,1,1,0,-15.00692815,56,1,1,1693,1097762,0,0,1,0,0
58.63411388,513.9735097,40.86313317,1.228694398,-15.00692815,59,1,1,1794,1097771,0,0,1,0,0
1.05,3,3,0,0,53,1,1,1579,1097774,0,0,0,0,0
6.8875,23,16.75,0,-18,55,1,1,1668,1097780,0,0,1,0,0
2.1875,6.75,6.25,0,-2.75,53,1,1,1621,1097785,0,0,1,0,0
8.6125,28.75,24.5,0,-14.75,53,2,2,1618,1097796,0,0,1,0,0
4.975,14,13.5,0,7,57,2,2,1724,1097810,0,0,1,0,0
58.63411388,513.9735097,40.86313317,1.228694398,-15.00692815,59,1,1,1779,1097845,0,0,1,0,1
0.7,2,2,0,-15.00692815,59,1,1,1778,1097851,0,0,1,0,0
0,1,0,0,0,55,1,1,1671,1097861,0,0,1,0,0
2.5375,7.25,7.25,0,-6.25,53,1,1,1608,1097862,0,0,1,0,1
3.625,9.5,3.5,0,5.5,55,1,1,1668,1097866,0,0,1,0,0
9.866666667,31.66666667,26.66666667,0,-15.66666667,55,3,1,1669,1097870,0,0,1,0,0
58.63411388,513.9735097,40.86313317,1.228694398,-15.00692815,55,1,1,1663,1097887,0,0,1,0,0
8.0425,30.375,22.875,0,-20.875,55,1,1,1672,1097892,0,0,1,0,0
7.116666667,22,20.33333333,0,-15.00692815,54,2,1,1638,1097898,0,0,1,0,1
19.05,24.75,21.5,0,-1.75,52,1,1,1588,1097902,0,0,1,0,1
30,6,0,0,-6,52,1,1,1570,1097908,0,0,1,0,0
21.5,24,3.75,0,14,48,3,1,1458,1097916,0,0,1,0,1
49.1625,232,38.25,0,-114,47,1,1,1434,1097934,0,0,1,1,1
318.1325,1952.5,942,0,-997.5,43,4,3,672,1098037,0,0,1,0,1
5.25,1.5,1.5,0,-0.5,45,1,1,1354,1098068,0,0,1,1,1
42.8875,52,0,0,31,48,1,1,1401,1098082,0,0,0,0,0
11.6825,399.5,0,0,-363.5,41,3,3,749,1098106,0,0,0,1,1
26.69,48,27.5,0,-4,41,1,1,1234,1098178,0,0,1,1,0
15.33,158.6666667,0,0,-15.00692815,41,1,1,1242,1098239,0,0,1,1,1
5,0,0,0,0,43,1,1,1301,1098252,0,0,1,1,1
434.1975,2326.75,800,0,-8.75,41,2,2,203,1098426,0,1,0,1,0
29.99,53,0,0,19,41,3,1,1219,1098490,0,0,1,0,1
46.6125,154.25,70.25,0,-154.25,38,4,1,1139,1098503,0,0,0,0,1
5,0,0,0,0,36,1,1,1091,1098537,0,0,1,1,1
31.525,176.25,0,0,33.75,39,1,1,1165,1098626,0,0,1,1,1
53.38333333,448,52.33333333,0,-15.00692815,39,1,1,961,1098631,1,0,0,1,1
140.61,479.6666667,274,0,50.33333333,32,1,1,982,1098666,0,0,1,0,1
131.9375,1483.75,81.25,0,-1411.75,36,1,1,396,1098712,0,1,0,1,1
51.25,189.25,0,0,47.75,34,1,1,459,1098735,0,1,0,1,1
58.0575,474.75,78.75,0,-55.75,35,2,1,1060,1098775,0,0,1,1,0
38.615,8.75,0,0,18.25,33,3,1,1007,1098826,0,0,1,0,1
75.94,762,117,0,-141,33,3,3,657,1098833,0,0,0,1,0
79.985,1070.5,79.25,0,-33.5,33,3,1,617,1098873,0,0,0,1,0
28,51.25,30.75,0,-24.25,35,1,1,1044,1098888,0,1,0,0,1
29.99,0,0,0,-15.00692815,36,1,1,1094,1098979,0,0,1,1,0
