id,title,authors,ISBN13,pages,publisher,publishedYear,publishedMonth,publishedDay
3432,Context Interchange: Overcoming the Challenges of Large-Scale Interoperable Database Systems in a Dynamic Environment (Classic Reprint),Cheng Hian Goh,9781332245239,34,FB &c Ltd,2015,8,5
3433,Dr. Dobb's Database Development Tools and Techniques,"Dr Dobbs Journal,Eugene E. Kim",9780879304805,136,C M P Books,1997,9,1
3434,Handbook of Video Databases: Design and Applications / Edition 1,"Borko Furht,Oge Marques",9780849370069,0,Taylor & Francis,2003,9,26
3435,Database Design and Implementation / Edition 1,Edward Sciore,9780471757160,784,Wiley,2008,10,24
3436,Database Systems Concepts / Edition 3,"Abraham Silberschatz,Henry F. Korth,Allen B. Tucker,S. Sudarshan,Henry Korth",9780070447561,821,"McGraw-Hill Companies, The",1997,1,28
3437,Database Management Systems,"Raghu Ramakrishnan,Tom Casson",9780070507753,741,McGraw-Hill Higher Education,1997,8,21
3438,Beginning VB .NET 1.1 Databases: From Novice to Professional / Edition 1,"Dan Maharry,Daniel Maharry,Matthew MacDonald,Syed Fahad Gilani,Scott Allen",9781590593585,632,Apress,2005,2,15
3439,Fixing Access Annoyances: How to Avoid the Most Annoying Things about Your Favorite Database,"Phil Mitchell,Evan Callahan",9780596008529,384,"O'Reilly Media, Incorporated",2006,2,1
3440,Oracle Database 10g Linux Administration,Whalen,9780071506748,465,McGraw-Hill Education,2005,10,27
3441,"Research Advances in Database and Information Systems Security: IFIP TC11 WG11.3 Thirteenth Working Conference on Database Security July 25-28, 1999, Seattle, Washington, USA / Edition 1",Vijay Atluri,9780792378488,2000,Springer US,2000,5,31
3442,"MCITP SQL Server 2005 Database Administration All-in-One Exam Guide (Exams 70-431, 70-443, & 70-444)",Darril Gibson,9780071595636,752,McGraw-Hill Education,2007,10,16
3443,"Privacy in Statistical Databases: CENEX-SDC Project International Conference, PSD 2006, Rome, Italy, December 13-15, 2006, Proceedings / Edition 1","Josep Domingo-Ferrer,Luisa Franconi",9783540493303,2006,Springer Berlin Heidelberg,2007,2,2
3444,A Microcomputer-Based Image Database Management System (Classic Reprint),B. E. Prasad,9781332269877,36,FB &c Ltd,2015,8,5
3445,Relational Databases,Chao-Chih Yang,9780137718580,256,Prentice Hall Professional Technical Reference,1985,12,28
3446,Parallel and Distributed Logic Programming: Towards the Design of a Framework for the Next Generation Database Machines / Edition 1,"Alakananda Bhattacharya,Amit Konar,Ajit K. Mandal",9783642070082,0,Springer Berlin Heidelberg,2010,11,19
3447,Conceptual Schema and Relational Database Design,"S. M. Nijssen,T A. Halpin",9780131672635,364,Prentice Hall Professional Technical Reference,1990,11,13
3448,"Machine Learning and Knowledge Discovery in Databases: European Conference, ECML PKDD 2012, Bristol, UK, September 24-28, 2012. Proceedings, Part I","Peter A. Flach,Tijl De Bie,Nello Cristianini",9783642334597,2012,Springer Berlin Heidelberg,2012,8,15
3449,OCP: Oracle Database 11g Administrator Certified Professional Study Guide: (Exam 1Z0-053) / Edition 1,"Robert G. Freeman,Charles A. Pack,Doug Stuns",9780470395134,888,Wiley,2009,3,9
3450,Beginning Java Databases,"MUKHAR,Bjarki Holm,John Carnell,Mark Mamone,Ron Phillips",9781861004376,800,Apress,2001,8,1
3451,Modern Database Management,"Fred R. McFadden,Mary B. Prescott,Jeffrey Hoffer,Jeffrey A. Hoffer",9780201383720,420,Prentice Hall Professional Technical Reference,1999,3,28
3452,Molecular Databases for Protein Sequences and Structure Studies: An Introduction,"John A.A. Sillince,Maria Sillince",9783642768118,236,Springer Berlin Heidelberg,2012,7,31
3453,"Configurator Database Report 2013, B/W Edition","Paul Blazek,Martina Partl,Clarissa Streichsbier",9781291676341,352,Lulu.com,2014,1,13
3454,Ucita Revolution: The New E-Commerce Model for Software and Database Licensing,Raymond T. Nimmer,9780872247666,688,Practising Law Institute,2000,1,28
3455,Handbook of Database Security: Applications and Trends / Edition 1,"Michael Gertz,Sushil Jajodia",9780387485324,577,Springer US,2007,11,28
3456,Practical Application of Object-Oriented Techniques to Relational Databases,Donald K. Burleson,9780471612254,250,Wiley,1994,3,16
3457,Spatial Databases: A Tour / Edition 1,Shashi Shekhar,9780130174802,262,Pearson,2001,12,1
3458,Practical Oracle Database Appliance,"Bobby Curtis,Erik Benner,Maris Elsins,Matt Gallagher,Pete Sharman",9781430262657,272,Apress,2014,1,29
3459,"Advances in Databases: Proceedings of the 11th British National Conference on Databases, BNCOD 11. Keele, UK, July 7-9, 1993","M. F. Worboys,A. F. Grundy",9780387569215,286,"Springer-Verlag New York, LLC",1993,7,28
3460,"Knowledge Discovery in Databases: PKDD 2003: 7th European Conference on Principles and Practice of Knowledge Discovery in Databases, Cavtat-Dubrovnik, Croatia, September 22-26, 2003, Proceedings / Edition 1","Nada Lavrac,Dragan Gamberger,Hendrik Blockeel,Ljupco Todorovski",9783540200857,2003,Springer Berlin Heidelberg,2003,11,5
3461,Computing for Site Managers: Database Techniques,"R. Flowers,Flowers",9780632039685,224,Wiley,1996,6,13
3462,Relational Database Principles,Colin Ritchie,9780826457134,310,Cengage Learning EMEA Higher Education,2002,5,1
3463,"Multimedia Database Management Systems: Indexing, Access, and MPEG-7",Harald Kosch,9780849318542,280,Taylor & Francis,2003,11,1
3464,Visual Developer SQL and Java Database Programming,"Bill McCarty,Bill McCarthy",9781576101766,500,Coriolis Group,1997,10,23
3465,Professional iOS Database Application Programming,Patrick Alessi,9781118391846,384,Wiley,2013,4,29
3466,Transaction Processing: Management of the Logical Database and its Underlying Physical Structure,"Seppo Sippu,Eljas Soisalon-Soininen",9783319122915,392,Springer International Publishing,2015,2,9
3467,Database,Barua Kuntal,9783659159244,136,OmniScriptum GmbH & Co. KG,2013,1,28
3468,"Outlines & Highlights For Fundamentals Of Database Systems By Elmasri, Ramez / Navathe, Shamkant, Isbn",Cram101 Textbook Reviews,9781616542849,272,"Content Technologies, Inc.",2009,12,29
3469,Criminal Records: A Database for the Criminal Justice System and Beyond / Edition 1,T. Thomas,9780230007673,227,Palgrave Macmillan UK,2007,12,10
3470,Bitemporal Databases,Canan Eren Atay,9783639131871,176,VDM Verlag,2009,3,3
3471,Expert Oracle Practices: Oracle Database Administration from the Oak Table / Edition 1,"Pete Finnigan,Alex Gorbachev,Tim Gorman,Charles Hooper,Jonathan Lewis",9781430226680,592,Apress,2010,1,19
3472,RDF Database Systems: Triples Storage and SPARQL Query Processing,Olivier Cure,9780127999579,256,Elsevier Science,2014,12,10
3473,Database Needs for Modeling and Simulation of Plasma Processing,National Research Council,9780309055918,74,National Academies Press,1996,10,21
3474,Oracle Dataguard: Standby Database Failover Handbook,Bipul Kumar,9780974599380,230,Rampant Techpress,2005,1,28
3475,Secrets of the Oracle Database / Edition 1,Norbert Debes,9781430219521,450,Apress,2009,6,1
3476,Blackstone's Police Operational Handbook 2009,"Police National Legal Database (PNLD),Fraser Sampson",9780199550425,896,"Oxford University Press, USA",2009,1,15
3477,Consistency analysis and improvement of metabolic databases,Stephan Richter,9783849591892,236,tredition,2015,6,30
3478,Image Databases: Search and Retrieval of Digital Imagery / Edition 1,"Vittorio Castelli,Lawrence D. Bergman,Bergman",9780471321163,608,Wiley,2001,12,24
3479,A Comprehensive Database of Tests on Axially Loaded Piles Driven in Sand,"Zhongxuan Yang,Richard Jardine,Wangbo Guo,Fiona Chow",9780128046555,262,Elsevier Science,2015,11,25
3480,Data Base Management Systems - MS-DOS: Evaluating MS-DOS Database Software,David J. Kruglinski,9780078811807,400,Osborne/McGraw-Hill,1985,8,28
3481,Essentials of Database Management,CTI Reviews,9781497032972,45,Cram101,2016,9,26
3482,An Introduction to Database Systems / Edition 7,C. J. Date,9780201385908,938,Addison-Wesley,1999,8,28
3483,Relational Databases,Barry M. Eaglestone,9780748711765,328,Nelson Thornes Limited,1991,3,28
3484,"Database Theory - ICDT 2005: 10th International Conference, Edinburgh, UK, January 5-7, 2005, Proceedings","Thomas Eiter,Leonid Libkin",9783540242888,2005,Springer Berlin Heidelberg,2005,2,14
3485,Object Oriented Databases: A Semantic Data Model Approach,"Peter M. D. Gray,Krishnarao G. Kulkarni,Norman W. Paton",9780136302032,300,Prentice Hall Professional Technical Reference,1992,9,8
3486,Visual Basic Web Database Interactive Course,"Gunnit S. Khurana,Satwant S. Gadhok",9781571690975,776,Sams,1997,8,2
3487,Android Database Programming,Jason Wei,9781849518123,212,Packt Publishing,2012,6,23
3488,Plastics Additives Database,Ernest W. Flick,9781594360022,0,Elsevier Science,2005,1,14
3489,Learn Database Programming Using SQL of Microsoft Access,Eghosa Ugboma,9781419653582,400,CreateSpace,2006,11,10
3490,Blackstone's Police Operational Handbook 2016,"Police National Legal Database (PNLD),Ian Bridges,Fraser Sampson",9780198743408,912,Oxford University Press,2015,12,22
3491,"Database Concurrency Control: Methods, Performance, and Analysis / Edition 1",Alexander Thomasian,9781441951618,0,Springer US,2010,11,19
3492,Design and Use of Relational Databases in Chemistry,TJ O'Donnell,9781420064421,224,Taylor & Francis,2008,12,1
3493,Database Management in Science Technology,"John R. Rumble,Viktor E. Hampel",9780444868657,263,Elsevier Science,1984,3,28
3494,Spatio-Temporal Databases: Complex Motion Pattern Queries,"Marcos R. Vieira,Vassilis Tsotras",9783319024073,114,Springer International Publishing,2013,11,30
3495,Selected Readings On Database Technologies And Applications,Terry Haplin,9781605660981,564,IGI Global,2011,4,26
3496,Massively Parallel Databases and Mapreduce Systems,"Shivnath Babu,Herodotos Herodotou",9781601987501,120,Now Publishers,2013,11,13
3497,Trade CAN: Database and Software for a Competitive Analysis of Nations,World Bank Staff,9780821344460,8,World Bank Publications,1999,10,28
3498,Inductive Databases and Constraint-Based Data Mining / Edition 1,"Saso Dzeroski,Bart Goethals,Pance Panov",9781441977373,456,Springer New York,2010,11,2
3499,MySQL Database Usage & Administration / Edition 1,Vikram Vaswani,9780071605496,368,McGraw-Hill Professional Publishing,2009,10,14
3500,Extensible Multi-Agent System for Heterogeneous Database Association Rule Mining and Unification,Christopher G. Marks,9781288308798,108,BiblioScholar,2012,11,16
3501,"Database and Expert Systems Applications: 7th International Conference, DEXA '96, Zurich, Switzerland, September 9 - 13 , 1996. Proceedings","Roland Wagner,Helmut Thoma",9783540616566,1996,Springer Berlin Heidelberg,1996,8,28
3502,Database Management,Ralph B. Bisland Jr.,9780131980525,560,Prentice Hall Professional Technical Reference,1989,2,1
3503,Cesmm3 Price Database 1999/2000,E. C. Harris,9780727727794,600,Thomas Telford Ltd,2004,9,8
3504,Database Management: Casebook,"Fred R. McFadden,Jeffery A. Hoffer",9780805367850,650,Benjamin-Cummings Publishing Company,1988,1,28
3505,Discovery and Representation of Causal Relationships from a Large Time-Oriented Clinical Database: The RX Project: The RX Project,R. L. Blum,9783540119623,0,Springer Berlin Heidelberg,1982,12,20
3506,Consumer Expenditure in Interwar Belgium: The Reconstruction of a Database,"Chris Schroeven,C. Schroeven",9789061866596,284,Cornell University Press,1995,1,1
3507,Relational Database Systems: A Pragmatic Approach,Paul Beynon-Davies,9780632031160,187,"Wiley, John & Sons, Incorporated",1991,7,1
3508,The Nested Universal Relation Database Model,Mark Levene,9783540554936,1992,Springer Berlin Heidelberg,1992,5,20
3509,"Applications of Databases: First International Conference, ADB-94, Vadstena, Sweden, June 21 - 23, 1994. Proceedings / Edition 1","Witold Litwin,Tore Risch",9783540581833,1994,Springer Berlin Heidelberg,1994,7,22
3510,"Scientific and Statistical Database Management: 23rd International Conference, SSDBM 2011, Portland, OR, USA, July 20-22, 2011. Proceedings","Judith Bayard Cushing,James French,Shawn Bowers",9783642223501,2011,Springer Berlin Heidelberg,2011,7,27
3511,"Database Systems for Advanced Applications: 18th International Conference, DASFAA 2013, Wuhan, China, April 22-25, 2013. Proceedings, Part I","Weiyi Meng,Ling Feng,Stephane Bressan,Werner Winiwarter,Wei Song",9783642374869,2013,Springer Berlin Heidelberg,2013,5,13
3512,Simulating Distributed Database Operating Systems and Evaluating Concurrency Control Protocol Performance (Classic Reprint),Partha Dasgupta,9781333580605,34,FB &c Ltd,2016,9,14
3513,Oracle Database XE 11gR2 Jump Start Guide,Asif Momen,9781849686747,146,Packt Publishing,2012,8,5
3514,Introduction to Databases Project Manual / Edition 1,Mark L. Gillenson,9780470114100,312,Wiley,2007,3,16
3515,Crystal Clear COBOL: Advanced COBOL and Database Concepts,William H. Trotter,9780131941922,800,Prentice Hall Professional Technical Reference,1990,3,28
3516,Database Access with Visual Basic 5.X,"Jeffrey P. McManus,Jeffrey MacManus",9781562765675,736,Que,1997,11,14
3517,"OCP: Oracle Database 11g Administrator Certified Professional Certification Kit: (1Z1-051, 1Z1-052 and 1Z1-053) / Edition 1","Biju Thomas,Robert G. Freeman,Charles A. Pack,Doug Stuns",9780470395141,2040,Wiley,2009,4,13
3518,"Modern Database Systems: The Object Model, Interoperability, and Beyond",Won Kim,9780201590982,736,Addison Wesley Professional,1994,9,30
3519,"Semantics of a Networked World. Semantics for Grid Databases: First International IFIP Conference on Semantics of a Networked World: ICSNW 2004, Paris, France, June 17-19, 2004. Revised Selected Papers / Edition 1","Mokrane Bouzeghoub,Carole Goble,Vipul Kashyap,Stefano Spaccapietra",9783540236092,2004,Springer Berlin Heidelberg,2004,11,23
3520,Mining Very Large Databases with Parallel Processing / Edition 1,"Simon H. Lavington,Alex A. Freitas",9780792380481,2000,Springer US,1997,11,27
3521,Pro SQL Server 2008 Relational Database Design and Implementation,"Louis Davidson,Kevin Kline,Scott Klein,Kurt Windisch",9781430208662,680,Apress,2008,8,19
3522,Logic Programming and Databases / Edition 1,"Stefano Ceri,Georg Gottlob,E. Goto,F. Setter,G. Schlageter",9780387517285,284,"Springer-Verlag New York, LLC",1990,4,28
3523,Beginning C# 2005 Databases: From Novice to Professional,"Jacob Hammer Pedersen,Syed Fahad Gilani,Jon Reid,James Huddleston,Ranga Raghuram",9781590597774,528,Apress,2006,12,17
3524,Next Generation Geospatial Information: From Digital Image Analysis to Spatiotemporal Databases,Peggy Agouris,9780415380492,0,Taylor & Francis,2005,7,28
3525,The Introduction of a Compulsory DNA Database,Lea Weller BA,9783656543404,12,GRIN Verlag GmbH,2013,11,25
3526,Content-Based Video Retrieval: A Database Perspective / Edition 1,"Milan Petkovi?,Willem Jonker",9781441953964,0,Springer US,2010,12,1
3527,Multimedia Database Management Systems / Edition 1,B. Prabhakaran,9780792397847,1997,Springer US,1996,10,31
3528,"Studyguide for Database Concepts (4th Edition) by Kroenke, David M., ISBN 9780136086536",Cram101 Textbook Reviews,9781614903598,122,"Content Technologies, Inc.",2011,5,3
3529,Building the Agile Database: How to Build a Successful Application Using Agile Without Sacrificing Data Management,Larry Burns,9781935504153,276,"Technics Publications, LLC",2011,8,1
3530,Grid Database Design,April J. Wells,9780849328008,312,Taylor & Francis,2005,5,28
3531,Learn to Program Databases with Visual Basic 6,John Smiley,9781902745039,654,Active Path,1999,7,30
3532,"Data Mining, Data Warehousing and Client/Server Databases: Proceedings of the 8th International Hong Kong Computer Society Database Workshop (Industrial Stream)","Brian Siu,Paul K.M. Kwan,Benedict Lam,Peter de Vries",9789813083530,303,"Springer-Verlag New York, LLC",1997,12,28
3533,"Scientific and Statistical Database Management: 22nd International Conference, SSDBM 2010, Heidelberg, Germany, June 30-July 2, 2010, Proceedings","Michael Gertz,Bertram Ludascher",9783642138171,2010,Springer Berlin Heidelberg,2010,6,28
3534,SAT Math Database Book B,John Su,9781514610619,446,CreateSpace Publishing,2015,8,20
3535,"FBI and Counterterrorism Center Terrorism Reports: Boston Marathon Bombing Investigation, Most Wanted Terrorists and Groups, al-Qaeda, JTTF, Explosives Center, Watchlists, Databases",Progressive Management,2940044498853,0,Progressive Management,2013,4,27
3536,"Knowledge Discovery in Databases: PKDD 2004: 8th European Conference on Principles and Practice of Knowledge Discovery in Databases, Pisa, Italy, September 20-24, 2004, Proceedings / Edition 1","Jean-Francois Boulicaut,Floriana Esposito,Fosca Giannotti,Dino Pedreschi",9783540231080,2004,Springer Berlin Heidelberg,2004,11,10
3537,Database Management Systems in Engineering,Katherine Morris,9781568063638,54,DIANE Publishing Company,1994,2,1
3538,"Creating Web-Accessible Databases: Case Studies for Libraries, Museums, and Other Nonprofits","Julie M. Still,Julie M. Still",9781573871044,200,"Information Today, Incorporated",2001,1,28
3539,"Database Design, Application Development, and Administration, Sixth Edition",Michael Mannino,9780983332428,792,Chicago Business Press,2014,1,31
3540,Introduction to Database Management: A Practical Approach,Gerry M. Litton,9780697004512,560,McGraw-Hill Higher Education,1987,2,1
3541,"Best of the Best Sellers How To Explode Your Database Marketing And Back ( shopping, purchases, marketing, trading, market, brokerage, hawk, advertise, promote , sell )",Resounding Wind Publishing,2940150025776,0,Resounding Wind Publishing,2016,3,25
3542,Targeting Using Augmented Data in Database Marketing: Decision Factors for Evaluating External Sources,"Bettina Huttenrauch, geb. Kramer",9783658145767,343,Springer Fachmedien Wiesbaden,2016,7,12
3543,"Advances in Spatial and Temporal Databases: 9th International Symposium, SSTD 2005, Angra dos Reis, Brazil, August 22-24, 2005, Proceedings / Edition 1","Claudia Bauzer Medeiros,Max Egenhofer,Elisa Bertino",9783540281276,2005,Springer Berlin Heidelberg,2005,9,12
3544,Visual Basic.NET Database Programming,Rod Stephens,9780789726810,405,Que,2002,4,28
3545,Oracle Performance Survival Guide: A Systematic Approach to Database Optimization,Guy Harrison,9780137000500,768,Pearson Education,2009,10,9
3546,"Proceedings of the Sixth British National Conference on Databases (BNCOD 6): University College, Cardiff, 11-13 July 1988",W. A. Gray,9780521365918,143,Cambridge University Press,1988,8,26
3547,Mastering Oracle Scheduler In Oracle 11g Databases,Ronald Rood,9781847195982,240,Packt Publishing,2009,6,20
3548,Simulator for Database Aggregation Using Metadata,Kumar Sandeep,9783848438709,88,OmniScriptum GmbH & Co. KG,2013,3,28
3549,"Global Population Policy: Database,1995",Nations United,9789211513042,213,United Nations Publications,2007,11,18
3550,"Interfaces to Database Systems (IDS94): Proceedings of the Second International Workshop on Interfaces to Database Systems, Lancaster University, 13-15 July 1994","Peter H. Sawyer,Pete Sawyer",9783540199106,368,Springer London,1994,12,28
3551,"Oracle Database 11g Release 2 High Availability: Maximize Your Availability with Grid Infrastructure, RAC and Data Guard","Scott Jesse,Bill Burton,Bryan Vongray",9780071752084,557,McGraw-Hill Professional Publishing,2011,3,22
3552,Oracle8i Database Administration,Noel Yuhanna,9781884777783,543,"O'Reilly Media, Incorporated",1999,12,1
3553,Database Programming with JDBC and Java,"George Reese,Andy Oram",9781565926165,350,"O'Reilly Media, Incorporated",2000,9,28
3554,Modern Database Management,CTI Reviews,9781490289809,40,Cram101,2016,9,26
3555,"Bioinformatics: Experiments, Tools, Databases, and Algorithms","Orpita Bosu,Simminder Kaur Thukral",9780195676839,528,"Oxford University Press, USA",2007,8,3
3556,Data Dictionaries for Database Administrators,Robin J. Vinden,9780830635153,250,McGraw-Hill Professional Publishing,1990,5,28
3557,Course Ilt: Database Driven Web Sites,Course Technology,9780619054991,160,Cengage Learning,2001,2,28
3558,"Database Programming Languages: 9th International Workshop, DBPL 2003, Potsdam, Germany, September 6-8, 2003, Revised Papers / Edition 1","Georg Lausen,Dan Suciu",9783540208969,2004,Springer Berlin Heidelberg,2004,3,19
3559,Grid and Cloud Database Management,"Sandro Fiore,Giovanni Aloisio",9783642429675,353,Springer Berlin Heidelberg,2014,10,7
3560,Access Database Design & Programming,"Steven Roman PhD,Ron Petrusha",9781565926264,432,"O'Reilly Media, Incorporated",1999,7,8
3561,Multimedia Database Systems: Issues and Research Directions / Edition 1,"V.S. Subrahmanian,Sushil Jajodia",9783540587101,323,Springer Berlin Heidelberg,1995,12,12
3562,Introduction to Object-Oriented Databases,Won Kim,9780262512169,260,MIT Press,2008,7,1
3563,"Databases: Design, Development, and Deployment Using Microsoft Access / Edition 2","Peter Rob,Elie Semaan,Elie Semann,Elie Semaan",9780072886306,736,"McGraw-Hill Companies, The",2003,4,28
3564,Guide to DB2: A User's Guide to the IBM Product IBM Database 2,"Chris White,Colin J. White",9780201501131,548,Addison-Wesley,1990,1,1
3565,"Spatial Databases for the Geology of the Northern Rocky Mountains, Idaho, Montana, and Washington: USGS Open-File Report 2005-1235 - Scholar's Choice Edition","United U.S. Department of the Interior,Michael L. Zientek",9781296053536,210,Scholar's Choice,2015,2,16
3566,Knowledge Discovery in Databases,May Sanders,9781682852613,272,ML Books International,2016,6,1
3567,"Pro Oracle Database 10g RAC on Linux: Installation, Administration, and Performance / Edition 1","John Shaw,Julian Dyke",9781590595244,824,Apress,2006,7,31
3568,Invitation to Database Processing,Leonard Gorney,9780894332173,276,Petrocelli Books,1985,12,28
3569,Bourdon Advanced Pick: Database and Operating System 2E,Roger J. Bourdon,9780201876963,864,Addison Wesley Professional,1996,6,15
3570,Miriad: Report of the Midwifery Research Database,"Felicia McCormick,Mary Renfrew",9781898507635,120,Elsevier Health Sciences,1998,1,1
3571,Enterprise Database Connectivity,Richard D. Hackathorn,9780471578024,352,Wiley,1993,3,22
3572,Remote Database Controller,B. Menaka Balasubramanian,9783847372738,104,OmniScriptum GmbH & Co. KG,2012,1,23
3573,Recipes for Continuous Database Integration: Evolutionary Database Development (Digital Short Cut),Pramod J. Sadalage,9780132703116,56,Pearson Education,2003,3,26
3574,"A Computational Model of Natural Language Communication: Interpretation, Inference, and Production in Database Semantics",Roland R. Hausser,9783642071300,365,Springer Berlin Heidelberg,2010,11,10
3575,Spatio-Temporal Databases: Flexible Querying and Reasoning / Edition 1,"Rita de Caluwe,Guy De Tr?,Gloria Bordogna",9783642060700,392,Springer Berlin Heidelberg,2010,12,7
3576,Analytic Mapping and Geographic Databases,"G. David Garson,Robert S. Biggs",9780803947528,0,SAGE Publications,1992,6,11
3577,"Advances in Databases and Information Systems: 6th East European Conference, ADBIS 2002, Bratislava, Slovakia, September 8-11, 2002, Proceedings","Yannis Manolopoulos,Pavol Navrat",9783540441380,2002,Springer Berlin Heidelberg,2002,10,3
3578,DB2 10 for z/OS Database Administration: Certification Study Guide,"Susan Lawson,Daniel Luksetich",9781583473696,1008,Mc Press,2012,4,5
3579,Evaluating the Feasibility of Developing National Outcomes Databases to Assist Patients with Making Treatment Decisions,"Cheryl L. Damberg,Liisa Hiatt,Kitty S. Chan",9780833034205,146,RAND Corporation,2003,11,15
3580,"Libraries, Information Centers and Databases in Science and Technology: A World Guide",Helga Lengenfelder,9783598105333,561,K. G. Saur Verlag GmbH & Company,1985,1,28
3581,Databases and Database Systems: Concepts and Issues,Elizabeth Oxborrow,9789144253718,254,Studentlitteratur,1986,10,28
3582,1-2-3 Database Techniques,"Dick Anderson,Bill Weil",9780880223461,464,Que,1989,10,15
3583,Advances in Intelligent Information and Database Systems / Edition 1,"Ngoc Thanh Nguyen,Radoslaw Katarzyniak,Shyi-Ming Chen",9783642120893,2010,Springer Berlin Heidelberg,2010,4,9
3584,Intelligent Database Systems,"Elisa Bertino,Gian Piero Zarri,Barbara Catania,Gian Piero Zarri,Barbara Catania",9780201877366,352,Addison Wesley Professional,2001,2,8
3585,Multimedia Database Retrieval: A Human-Centered Approach,"Paisarn Muneesawang,Ling Guan",9781441938152,188,Springer US,2010,11,25
3586,Database Modeling and Design: Logical Design,Toby J. Teorey,9780080470771,296,Elsevier Science,2010,8,5
3587,"Mysql Database Programming Interview Questions, Answers, And Explanations",Terry Sanchez-Clark,9781933804590,124,Equity Press,2007,1,12
3588,Updating Logical Databases,"Marianne Winslett,C. J. Van Rijsbergen,Samson Abramsky",9780521619721,0,Cambridge University Press,2004,12,31
3589,Java and Databases,A. Chaudhri,9782746201880,136,Hermes science publications,2000,12,28
3590,Database Searching in College Libraries,Sarah Pederson,9780838976517,123,American Library Association,1993,1,28
3591,Fundamentals of Database Management Systems / Edition 1,Mark L. Gillenson,9780471262978,366,"Wiley, John & Sons, Incorporated",2004,3,28
3592,Business and Management: Bibliographic Databases,"Marydee Ojala,Edmund Mignon",9780939920037,148,Database Services,1981,6,28
3593,"Database Semantics (DS-1): Proceedings of the IFIP WG 2.6 Working Conference, Hasselt, Belgium, 7-11 January 1985","T. B. Steel,Jr.,R. A. Meersman",9780444700049,324,Elsevier Science & Technology Books,1986,1,28
3594,"Advanced Database Systems: 10th British National Conference on Databases, BNCOD 10, Aberdeen, Scotland, July 6 - 8, 1992. Proceedings / Edition 1","Peter M.D. Gray,Rob J. Lucas",9783540556930,1992,Springer Berlin Heidelberg,1992,7,16
3595,Data Analysis and Pattern Recognition in Multiple Databases,"Animesh Adhikari,Jhimli Adhikari,Witold Pedrycz",9783319034096,2014,Springer International Publishing,2014,6,17
3596,Database Principles and Design,Colin Ritchie,9781844805402,544,Cengage Learning EMEA Higher Education,2008,4,16
3597,Database Systems Engineering,"R. P. Whittington,Whittington",9780198596721,448,"Oxford University Press, USA",1988,12,1
3598,Random Walks and Diffusions on Graphs and Databases: An Introduction / Edition 1,"Philippe Blanchard,Dimitri Volchenkov",9783642195914,2011,Springer Berlin Heidelberg,2011,6,9
3599,"Database and Expert Systems Applications: 26th International Conference, DEXA 2015, Valencia, Spain, September 1-4, 2015, Proceedings, Part II","Qiming Chen,Abdelkader Hameurlain,Farouk Toumani,Roland Wagner,Hendrik Decker",9783319228518,0,Springer International Publishing,2015,8,7
3600,Advantage Database Server: A Developer's Guide,"Cary Jensen,Loy Anderson",9781425977269,616,AuthorHouse,2007,2,6
3601,"WINDOWS AZURE. Microsoft's OS for Cloud, Web Applications, BIG DATA, Virtualization, Databases and BUSINESS INTELLIGENCE",R. Salazar,9781505315943,130,CreateSpace Publishing,2014,12,2
3602,"Database Engineering, 1988",Won Kim,9780818619328,239,IEEE Computer Society Press,1989,2,28
3603,"Save The Database, Save The World",John Ottman,9781458363688,170,Lulu.com,2011,6,15
3604,Downloading-Uploading: Online Databases and Catalogs,"Bella Hass Weinberg,James A. Benson",9780876501955,0,Pierian Press,1985,1,1
3605,Databases for Networks and Minicomputers,Dimitris N. Chorafas,9780894331367,250,Petrocelli Books,1990,11,13
3606,The Complete Guide to Java Database Programming (Java Masters Series),"Mathew Siple,Matthew D. Siple,Siple",9780079132864,333,"McGraw-Hill Companies, The",1997,12,1
3607,Study Guide for 1z0-053: Oracle Database 11g: Administration II,Matthew Morris,9781482090000,190,CreateSpace Independent Publishing Platform,2013,1,26
3608,"Intelligent Information and Database Systems: 6th Asian Conference, ACIIDS 2014, Bangkok, Thailand, April 7-9, 2014, Proceedings, Part I","Ngoc Thanh Nguyen,Boonwat Attachoo,Bogdan Trawinski,Kulwadee Somboonviwat",9783319054759,2014,Springer International Publishing,2014,3,31
3609,"DB2 Interview Questions, Answers, and Explanations: DB2 Database Certification Review",Equity Press,2940032849407,0,Equity Press,2011,11,6
3610,Database Management and Design / Edition 2,Gary W. Hansen,9780133088007,582,Prentice Hall,1995,9,28
3611,Introduction to SQL: Mastering the Relational Database Language / Edition 3,Rick Van Der Lans,9780201596182,720,Addison-Wesley,1999,11,12
3612,Small Scale Bibliographic Databases,"Brenda Gerrie Peter Judge,Brenda Gerrie,Peter Judge",9780123919700,198,Emerald Group Pub Ltd,1986,8,28
3613,Multimedia Database Retrieval: A Human-Centered Approach / Edition 1,"Paisarn Muneesawang,Ling Guan",9780387256276,188,Springer US,2006,9,6
3614,Date on Database: Writings 2000-2006,C. J. Date,9781430243083,568,Apress,2012,6,5
3615,Working with Focus: An Introduction to Database Management,Clifford A. Schaffer,9780830628100,256,McGraw-Hill Professional Publishing,1987,9,28
3616,Winning Telco Customers Using Marketing Databases,Rob Mattison,9781580530361,338,"Artech House, Incorporated",1999,10,1
